,trt_imdb_score,trt_duration,trt_language,country,trt_content_rating,budget,aspect_ratio,trt_genre
1031,5,longa_metragem,english,USA,R,50000000.0,1.85,Comedy
1032,5,longa_metragem,english,USA,R,50000000.0,1.85,Action
1033,<4,longa_metragem,english,Canada,PG-13,18000000.0,2.35,Action
1034,5,longa_metragem,english,USA,PG-13,49000000.0,2.35,Action
1036,6-7,longa_metragem,english,USA,R,40000000.0,2.35,Action
1038,6-7,longa_metragem,english,USA,R,48000000.0,1.85,Crime
1039,8-10,longa_metragem,english,USA,PG-13,48000000.0,2.35,Action
1041,6-7,longa_metragem,english,USA,R,49000000.0,2.35,Action
1042,6-7,longa_metragem,english,USA,R,48000000.0,2.35,Crime
1043,6-7,longa_metragem,english,USA,R,48000000.0,2.35,Crime
1045,6-7,longa_metragem,english,USA,R,48000000.0,2.35,Action
1046,6-7,longa_metragem,english,Czech Republic,R,50000000.0,2.35,Crime
1047,6-7,longa_metragem,english,Canada,PG-13,48000000.0,2.35,Adventure
1048,6-7,longa_metragem,english,USA,PG-13,48000000.0,2.35,Drama
1049,6-7,longa_metragem,english,USA,PG-13,48000000.0,1.85,Comedy
1050,6-7,longa_metragem,english,USA,PG-13,48000000.0,2.35,Comedy
1051,6-7,longa_metragem,english,USA,R,58000000.0,1.85,Crime
1052,6-7,longa_metragem,english,USA,R,55000000.0,2.35,Adventure
1053,6-7,longa_metragem,english,France,PG-13,48000000.0,2.35,Action
1054,6-7,longa_metragem,english,USA,R,48000000.0,1.85,Crime
1055,6-7,longa_metragem,english,USA,PG-13,47000000.0,2.35,Comedy
1057,6-7,longa_metragem,english,USA,PG,100000000.0,1.85,Action
1058,6-7,longa_metragem,english,USA,R,48000000.0,2.35,Crime
1059,6-7,longa_metragem,english,USA,PG-13,48000000.0,1.85,Biography
1062,<4,longa_metragem,english,USA,PG,47000000.0,1.85,Adventure
1063,5,longa_metragem,english,USA,R,47000000.0,1.85,Drama
1064,6-7,longa_metragem,english,USA,PG-13,46000000.0,2.35,Comedy
1065,5,longa_metragem,english,USA,PG-13,48000000.0,2.35,Comedy
1066,6-7,longa_metragem,english,USA,R,46000000.0,2.35,Drama
1067,6-7,longa_metragem,english,USA,PG-13,45000000.0,2.35,Action
1068,<4,longa_metragem,english,USA,PG-13,47000000.0,2.35,Action
1069,6-7,longa_metragem,english,USA,R,46000000.0,1.85,Action
1070,6-7,longa_metragem,english,USA,PG-13,45000000.0,1.85,Comedy
1073,<4,longa_metragem,english,USA,PG,45000000.0,1.33,Comedy
1074,6-7,longa_metragem,english,France,PG-13,45000000.0,2.35,Action
1075,5,longa_metragem,english,USA,PG-13,48000000.0,1.85,Comedy
1076,6-7,longa_metragem,english,USA,PG-13,45000000.0,1.85,Action
1077,5,longa_metragem,english,USA,PG,45000000.0,1.85,Action
1078,5,longa_metragem,english,USA,G,40000000.0,1.85,Comedy
1079,6-7,longa_metragem,english,USA,PG-13,45000000.0,2.35,Crime
1080,6-7,longa_metragem,english,USA,PG-13,45000000.0,2.35,Crime
1081,6-7,longa_metragem,english,USA,PG-13,45000000.0,1.85,Adventure
1082,6-7,longa_metragem,english,USA,R,45000000.0,2.35,Action
1083,5,longa_metragem,english,Germany,PG-13,60000000.0,2.35,Comedy
1084,8-10,longa_metragem,english,USA,R,46000000.0,1.85,Crime
1085,6-7,longa_metragem,english,USA,R,45000000.0,2.35,Crime
1086,6-7,longa_metragem,english,USA,PG,45000000.0,2.35,Adventure
1087,5,longa_metragem,english,USA,R,45000000.0,1.85,Comedy
1088,6-7,longa_metragem,english,USA,PG,45000000.0,1.85,Adventure
1089,6-7,longa_metragem,english,USA,R,45000000.0,2.35,Action
1090,6-7,longa_metragem,english,USA,PG-13,30000000.0,2.35,Drama
1091,6-7,longa_metragem,english,USA,R,45000000.0,2.35,Drama
1092,<4,longa_metragem,english,USA,PG-13,45000000.0,2.35,Action
1093,5,longa_metragem,english,USA,PG-13,45000000.0,2.35,Comedy
1094,6-7,longa_metragem,english,UK,R,45000000.0,2.35,Comedy
1095,6-7,longa_metragem,english,USA,G,120000000.0,2.35,Adventure
1096,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Horror
1097,5,longa_metragem,english,Peru,R,45000000.0,1.85,Action
1098,6-7,longa_metragem,english,USA,R,45000000.0,2.35,Comedy
1100,5,longa_metragem,english,USA,PG,45000000.0,2.35,Comedy
1101,6-7,longa_metragem,english,USA,PG,50000000.0,2.35,Adventure
1102,<4,longa_metragem,english,USA,PG,26000000.0,2.35,Comedy
1103,6-7,longa_metragem,english,France,R,45000000.0,2.35,Action
1104,6-7,longa_metragem,english,USA,PG-13,40000000.0,1.85,Comedy
1105,6-7,longa_metragem,english,USA,PG-13,45000000.0,2.35,Adventure
1106,6-7,longa_metragem,english,USA,PG-13,45000000.0,2.35,Action
1107,5,longa_metragem,english,USA,PG,45000000.0,1.85,Drama
1108,6-7,longa_metragem,english,USA,R,45000000.0,2.35,Crime
1109,6-7,longa_metragem,english,USA,PG-13,25000000.0,2.35,Action
1110,6-7,longa_metragem,english,UK,PG,35000000.0,1.85,Action
1111,5,longa_metragem,english,USA,PG,50000000.0,1.85,Adventure
1112,6-7,longa_metragem,english,USA,PG-13,40000000.0,2.35,Action
1113,6-7,longa_metragem,english,USA,PG-13,45000000.0,2.35,Drama
1114,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Drama
1115,6-7,longa_metragem,english,Germany,PG-13,52000000.0,2.35,Action
1116,5,longa_metragem,english,France,PG-13,70000000.0,2.35,Action
1117,5,longa_metragem,english,USA,R,45000000.0,1.85,Action
1118,6-7,longa_metragem,english,USA,PG-13,45000000.0,2.35,Comedy
1119,5,longa_metragem,english,USA,PG,45000000.0,1.85,Adventure
1120,6-7,longa_metragem,english,USA,R,45000000.0,2.35,Crime
1121,6-7,longa_metragem,english,USA,PG-13,45000000.0,2.35,Comedy
1123,<4,longa_metragem,english,Australia,PG,45000000.0,2.35,Action
1124,5,longa_metragem,english,USA,PG-13,57000000.0,2.35,Drama
1125,6-7,longa_metragem,english,USA,R,50000000.0,2.35,Biography
1126,6-7,longa_metragem,english,France,PG-13,45000000.0,2.35,Mystery
1127,6-7,longa_metragem,english,USA,R,45000000.0,2.35,Action
1128,6-7,longa_metragem,english,USA,R,45000000.0,2.35,Action
1129,6-7,longa_metragem,other,China,R,45000000.0,2.35,Drama
1130,5,longa_metragem,english,USA,R,40000000.0,1.85,Action
1131,6-7,longa_metragem,english,USA,PG-13,40000000.0,1.85,Comedy
1132,6-7,longa_metragem,english,USA,R,45000000.0,2.35,Drama
1134,<4,longa_metragem,english,USA,R,45000000.0,2.35,Action
1135,6-7,longa_metragem,english,USA,PG,45000000.0,2.35,Action
1137,6-7,longa_metragem,english,USA,R,44500000.0,2.35,Biography
1138,6-7,longa_metragem,english,USA,PG-13,44000000.0,1.85,Action
1139,5,longa_metragem,english,USA,PG-13,40000000.0,2.35,Action
1140,6-7,longa_metragem,english,USA,R,44000000.0,2.35,Crime
1141,6-7,longa_metragem,english,USA,R,44000000.0,2.35,Action
1142,5,longa_metragem,english,USA,R,44000000.0,2.35,Drama
1143,6-7,longa_metragem,english,USA,R,2600000.0,1.37,Animation
1144,6-7,longa_metragem,english,USA,R,44000000.0,2.35,Adventure
1145,6-7,longa_metragem,english,USA,R,50000000.0,2.35,Action
1146,6-7,longa_metragem,english,USA,PG-13,40000000.0,2.35,Drama
1147,6-7,longa_metragem,english,USA,PG-13,43000000.0,2.35,Drama
1148,6-7,longa_metragem,english,USA,PG-13,43000000.0,1.37,Comedy
1149,6-7,longa_metragem,english,France,R,45000000.0,2.35,Action
1150,5,longa_metragem,english,USA,R,43000000.0,1.85,Comedy
1151,6-7,longa_metragem,english,USA,R,42000000.0,1.85,Drama
1152,6-7,longa_metragem,english,USA,PG-13,44000000.0,2.35,Drama
1153,6-7,longa_metragem,english,USA,R,40000000.0,2.35,Action
1154,6-7,longa_metragem,english,USA,R,42000000.0,2.35,Action
1155,6-7,longa_metragem,english,UK,PG-13,42000000.0,2.35,Comedy
1156,6-7,longa_metragem,english,UK,G,45000000.0,1.85,Adventure
1157,5,longa_metragem,english,USA,PG-13,42000000.0,1.85,Comedy
1158,5,longa_metragem,english,USA,R,40000000.0,1.85,Comedy
1159,6-7,longa_metragem,english,USA,R,43000000.0,2.35,Action
1160,6-7,longa_metragem,english,UK,R,31115000.0,2.2,Biography
1161,6-7,longa_metragem,english,USA,PG,42000000.0,1.85,Action
1162,6-7,longa_metragem,english,USA,PG-13,42000000.0,2.35,Crime
1163,6-7,longa_metragem,english,USA,PG-13,42000000.0,1.85,Comedy
1164,6-7,longa_metragem,english,USA,PG-13,32000000.0,2.35,Drama
1165,5,longa_metragem,english,USA,R,42000000.0,1.85,Comedy
1166,6-7,longa_metragem,english,UK,PG-13,32000000.0,2.35,Action
1167,5,longa_metragem,english,USA,PG-13,42000000.0,2.35,Fantasy
1168,6-7,longa_metragem,english,USA,R,42000000.0,2.35,Action
1169,<4,longa_metragem,english,UK,PG,42000000.0,1.85,Adventure
1170,6-7,longa_metragem,english,USA,R,50000000.0,2.35,Crime
1171,6-7,longa_metragem,other,China,PG-13,31000000.0,2.35,Action
1172,5,longa_metragem,english,USA,PG-13,40000000.0,2.35,Action
1173,6-7,longa_metragem,english,USA,R,44000000.0,2.35,Comedy
1174,6-7,longa_metragem,english,New Zealand,R,45000000.0,2.35,Action
1176,6-7,longa_metragem,other,France,R,27000000.0,2.35,Action
1177,6-7,longa_metragem,english,USA,R,41000000.0,2.35,Drama
1179,6-7,longa_metragem,english,USA,PG-13,65000000.0,2.35,Action
1180,5,longa_metragem,english,Hong Kong,PG-13,41000000.0,2.35,Action
1181,8-10,longa_metragem,english,USA,PG-13,40000000.0,1.85,Drama
1182,6-7,longa_metragem,english,USA,PG-13,42000000.0,2.35,Action
1183,6-7,longa_metragem,english,USA,PG,41000000.0,2.35,Comedy
1184,6-7,longa_metragem,english,USA,PG,8000000.0,1.85,Action
1185,6-7,longa_metragem,english,USA,R,40000000.0,2.35,Crime
1186,6-7,longa_metragem,english,USA,PG-13,40000000.0,2.35,Comedy
1187,6-7,longa_metragem,english,USA,R,70000000.0,2.35,Crime
1188,6-7,longa_metragem,english,USA,PG,40000000.0,1.85,Adventure
1189,6-7,longa_metragem,english,France,R,40000000.0,2.35,Action
1190,<4,longa_metragem,english,USA,R,40000000.0,2.35,Drama
1191,<4,longa_metragem,english,USA,PG,38000000.0,1.85,Action
1192,6-7,longa_metragem,english,USA,R,40000000.0,2.35,Crime
1193,5,longa_metragem,english,USA,PG,40000000.0,1.85,Comedy
1194,6-7,longa_metragem,english,USA,R,40000000.0,2.35,Action
1195,6-7,longa_metragem,english,USA,PG,40000000.0,2.35,Comedy
1196,6-7,longa_metragem,english,USA,R,40000000.0,2.35,Horror
1197,6-7,longa_metragem,english,USA,PG-13,40000000.0,2.35,Biography
1198,6-7,longa_metragem,english,USA,PG-13,40000000.0,2.35,Comedy
1199,5,longa_metragem,english,USA,PG-13,45000000.0,1.85,Comedy
1200,5,longa_metragem,english,USA,R,40000000.0,2.35,Horror
1201,6-7,longa_metragem,english,USA,PG,40000000.0,1.37,Adventure
1202,6-7,longa_metragem,english,USA,R,40000000.0,1.85,Comedy
1203,6-7,longa_metragem,english,USA,R,40000000.0,1.85,Fantasy
1204,6-7,longa_metragem,english,USA,PG-13,40000000.0,1.85,Biography
1205,6-7,longa_metragem,english,USA,PG-13,40000000.0,2.35,Biography
1206,6-7,longa_metragem,english,USA,R,40000000.0,1.85,Crime
1207,5,longa_metragem,english,USA,PG-13,35000000.0,1.85,Comedy
1208,6-7,longa_metragem,english,USA,PG,40000000.0,2.35,Adventure
1209,6-7,longa_metragem,english,USA,PG-13,35000000.0,1.85,Comedy
1210,5,longa_metragem,english,USA,PG-13,40000000.0,2.35,Action
1211,6-7,longa_metragem,english,USA,R,40000000.0,2.35,Action
1212,6-7,longa_metragem,english,USA,PG-13,40000000.0,1.85,Biography
1213,8-10,longa_metragem,english,USA,R,40000000.0,1.85,Crime
1214,6-7,longa_metragem,english,USA,PG-13,40000000.0,2.35,Crime
1215,6-7,longa_metragem,english,USA,R,40000000.0,1.85,Comedy
1216,5,longa_metragem,english,USA,PG-13,40000000.0,1.85,Comedy
1217,8-10,longa_metragem,english,France,R,40000000.0,2.35,Drama
1218,<4,longa_metragem,english,USA,PG-13,40000000.0,1.85,Comedy
1219,6-7,longa_metragem,english,USA,R,34000000.0,2.35,Adventure
1221,6-7,longa_metragem,english,USA,PG-13,20000000.0,2.35,Comedy
1222,6-7,longa_metragem,english,USA,PG-13,40000000.0,2.35,Comedy
1223,5,longa_metragem,english,USA,R,40000000.0,2.35,Horror
1224,6-7,longa_metragem,english,USA,PG-13,40000000.0,2.35,Drama
1225,6-7,longa_metragem,english,USA,PG-13,40000000.0,2.35,Action
1227,6-7,longa_metragem,english,USA,PG-13,50000000.0,1.85,Comedy
1228,6-7,longa_metragem,english,USA,PG-13,40000000.0,2.35,Action
1229,5,longa_metragem,english,USA,R,40000000.0,1.85,Action
1230,6-7,longa_metragem,english,UK,PG-13,35000000.0,1.85,Action
1231,6-7,longa_metragem,english,USA,R,40000000.0,2.35,Crime
1232,6-7,longa_metragem,english,UK,PG-13,30000000.0,2.35,Action
1233,8-10,longa_metragem,english,USA,PG-13,40000000.0,2.35,Drama
1234,6-7,longa_metragem,english,USA,R,42000000.0,2.35,Comedy
1235,5,longa_metragem,english,USA,PG,40000000.0,2.35,Adventure
1236,6-7,longa_metragem,other,USA,R,40000000.0,1.85,Action
1237,6-7,longa_metragem,english,UK,PG,30000000.0,2.35,Action
1238,6-7,longa_metragem,english,USA,R,40000000.0,2.35,Action
1239,5,longa_metragem,english,USA,PG,40000000.0,2.35,Comedy
1240,6-7,longa_metragem,english,USA,PG-13,40000000.0,2.35,Mystery
1241,6-7,longa_metragem,english,USA,PG,40000000.0,2.35,Drama
1242,6-7,longa_metragem,english,USA,PG-13,43000000.0,2.35,Horror
1243,6-7,longa_metragem,english,USA,PG,25000000.0,1.85,Comedy
1244,5,longa_metragem,english,USA,PG-13,40000000.0,2.35,Comedy
1245,6-7,longa_metragem,english,USA,R,40000000.0,2.35,Biography
1246,6-7,longa_metragem,english,USA,PG-13,40000000.0,2.35,Crime
1247,5,longa_metragem,english,USA,R,40000000.0,1.85,Horror
1248,6-7,longa_metragem,english,USA,R,36000000.0,1.85,Drama
1249,6-7,longa_metragem,english,USA,PG-13,40000000.0,2.35,Adventure
1250,<4,longa_metragem,english,USA,R,40000000.0,2.35,Action
1251,5,longa_metragem,english,USA,PG,40000000.0,1.85,Comedy
1252,5,longa_metragem,english,USA,PG-13,40000000.0,1.85,Drama
1254,6-7,longa_metragem,english,USA,R,40000000.0,2.35,Adventure
1255,5,longa_metragem,english,USA,PG-13,40000000.0,2.35,Comedy
1256,6-7,longa_metragem,english,USA,R,40000000.0,2.35,Horror
1257,6-7,longa_metragem,english,Germany,R,40000000.0,2.35,Mystery
1258,6-7,longa_metragem,english,USA,R,38000000.0,2.35,Biography
1259,5,longa_metragem,english,USA,R,40000000.0,1.85,Comedy
1260,<4,longa_metragem,english,Germany,PG-13,60000000.0,1.85,Comedy
1261,5,longa_metragem,english,USA,R,40000000.0,2.35,Horror
1262,5,longa_metragem,english,UK,PG-13,40000000.0,1.85,Comedy
1263,6-7,longa_metragem,english,USA,PG-13,40000000.0,1.85,Drama
1264,6-7,longa_metragem,english,USA,PG-13,30000000.0,2.35,Comedy
1266,5,longa_metragem,english,USA,PG-13,40000000.0,2.35,Comedy
1267,6-7,longa_metragem,english,USA,R,40000000.0,2.35,Comedy
1268,6-7,longa_metragem,english,USA,PG-13,25000000.0,1.85,Action
1269,6-7,longa_metragem,english,USA,PG-13,40000000.0,2.35,Adventure
1270,6-7,longa_metragem,english,USA,PG-13,40000000.0,2.35,Comedy
1271,5,longa_metragem,english,USA,R,40000000.0,2.35,Biography
1272,5,longa_metragem,english,USA,R,40000000.0,2.35,Action
1273,6-7,longa_metragem,english,USA,PG-13,40000000.0,2.35,Drama
1274,5,longa_metragem,english,USA,R,40000000.0,2.35,Crime
1275,5,longa_metragem,english,USA,PG-13,40000000.0,1.85,Comedy
1276,<4,longa_metragem,english,USA,PG-13,40000000.0,2.35,Horror
1277,<4,longa_metragem,english,Germany,PG-13,40000000.0,2.35,Action
1278,6-7,longa_metragem,english,UK,PG-13,35000000.0,1.85,Biography
1279,6-7,longa_metragem,english,USA,PG-13,40000000.0,1.85,Drama
1280,5,longa_metragem,english,USA,R,40000000.0,2.35,Horror
1281,6-7,longa_metragem,english,USA,R,500000.0,1.85,Crime
1282,6-7,longa_metragem,english,USA,PG-13,40000000.0,1.85,Comedy
1283,6-7,longa_metragem,english,France,PG-13,40000000.0,2.35,Action
1284,6-7,longa_metragem,english,USA,G,40000000.0,1.85,Adventure
1285,6-7,longa_metragem,english,USA,R,60000000.0,2.35,Crime
1286,5,longa_metragem,english,USA,PG-13,60000000.0,1.85,Drama
1287,<4,longa_metragem,english,USA,PG-13,40000000.0,2.35,Action
1288,6-7,longa_metragem,english,USA,R,40000000.0,1.85,Drama
1289,<4,longa_metragem,english,France,NC-17,45000000.0,2.35,Drama
1290,6-7,longa_metragem,english,USA,PG-13,40000000.0,1.85,Biography
1291,5,longa_metragem,english,USA,R,40000000.0,1.85,Action
1292,5,longa_metragem,english,USA,R,40000000.0,2.35,Action
1293,6-7,longa_metragem,english,Spain,PG-13,45000000.0,2.35,Drama
1294,<4,longa_metragem,english,USA,PG-13,51000000.0,1.85,Action
1295,6-7,longa_metragem,english,USA,PG,40000000.0,1.85,Adventure
1296,5,longa_metragem,english,USA,PG-13,40000000.0,2.35,Comedy
1297,5,longa_metragem,english,USA,PG-13,40000000.0,2.35,Comedy
1298,8-10,longa_metragem,other,France,R,77000000.0,2.35,Comedy
1299,<4,longa_metragem,english,USA,PG,30000000.0,1.85,Comedy
1300,6-7,longa_metragem,english,UK,R,60000000.0,1.85,Comedy
1301,6-7,longa_metragem,english,USA,PG,40000000.0,2.35,Biography
1302,6-7,longa_metragem,english,USA,PG-13,40000000.0,1.85,Drama
1303,<4,longa_metragem,english,UK,R,42000000.0,2.35,Crime
1304,5,longa_metragem,english,USA,PG-13,40000000.0,2.35,Action
1306,5,longa_metragem,english,USA,PG-13,40000000.0,1.85,Comedy
1308,<4,longa_metragem,english,UK,PG,36000000.0,2.35,Action
1309,<4,longa_metragem,english,USA,R,24000000.0,1.85,Action
1310,6-7,longa_metragem,english,Germany,R,33000000.0,2.35,Action
1311,6-7,longa_metragem,english,USA,R,40000000.0,1.85,Drama
1312,<4,longa_metragem,english,UK,PG-13,40000000.0,2.35,Action
1313,5,longa_metragem,english,France,PG-13,40000000.0,2.35,Comedy
1314,6-7,longa_metragem,english,UK,R,26000000.0,2.35,Adventure
1315,5,longa_metragem,english,USA,PG-13,40000000.0,2.35,Comedy
1316,<4,longa_metragem,english,USA,PG,40000000.0,1.85,Adventure
1317,5,longa_metragem,english,USA,R,40000000.0,2.35,Action
1318,5,longa_metragem,english,Germany,PG,40000000.0,2.35,Action
1319,6-7,longa_metragem,english,USA,PG-13,20000000.0,1.85,Drama
1320,6-7,longa_metragem,english,USA,PG-13,20000000.0,2.35,Comedy
1321,6-7,longa_metragem,english,USA,R,25000000.0,2.35,Adventure
1322,6-7,longa_metragem,english,UK,PG,30000000.0,1.85,Comedy
1323,6-7,longa_metragem,other,Hong Kong,R,40000000.0,2.35,Action
1324,6-7,longa_metragem,other,France,R,25000000.0,2.35,Drama
1325,6-7,longa_metragem,english,South Korea,R,39200000.0,1.85,Action
1328,6-7,longa_metragem,english,USA,R,23000000.0,1.85,Action
1330,6-7,longa_metragem,english,USA,PG-13,39000000.0,2.35,Drama
1333,6-7,longa_metragem,english,USA,PG,39000000.0,1.85,Animation
1334,8-10,longa_metragem,english,USA,PG-13,40000000.0,2.35,Action
1335,5,longa_metragem,english,USA,PG-13,39000000.0,2.35,Biography
1336,<4,longa_metragem,english,UK,PG,39000000.0,2.35,Action
1337,6-7,longa_metragem,english,USA,PG-13,40000000.0,1.85,Comedy
1338,6-7,longa_metragem,other,China,R,553632000.0,2.35,Action
1339,6-7,longa_metragem,english,USA,PG-13,38000000.0,2.35,Comedy
1340,6-7,longa_metragem,english,USA,R,38000000.0,2.35,Comedy
1341,5,longa_metragem,english,USA,PG,39000000.0,2.35,Comedy
1342,5,longa_metragem,english,USA,PG,38000000.0,1.85,Action
1343,6-7,longa_metragem,english,USA,PG,35000000.0,2.35,Action
1344,6-7,longa_metragem,other,Hong Kong,PG-13,38600000.0,2.35,Action
1345,6-7,longa_metragem,english,USA,PG-13,38000000.0,2.35,Drama
1348,6-7,longa_metragem,english,USA,R,38000000.0,1.85,Biography
1349,5,longa_metragem,english,USA,PG-13,38000000.0,2.35,Crime
1350,6-7,longa_metragem,english,USA,PG-13,35000000.0,2.35,Comedy
1351,<4,longa_metragem,english,USA,PG,30000000.0,1.85,Action
1352,5,longa_metragem,english,USA,R,38000000.0,1.85,Drama
1353,5,longa_metragem,english,USA,PG,38000000.0,1.85,Comedy
1354,6-7,longa_metragem,english,Spain,R,38000000.0,2.35,Mystery
1355,6-7,longa_metragem,english,USA,R,38000000.0,2.35,Crime
1356,6-7,longa_metragem,english,USA,R,57000000.0,2.35,Drama
1357,6-7,longa_metragem,english,USA,R,10000000.0,1.85,Drama
1358,6-7,longa_metragem,english,USA,PG-13,38000000.0,2.35,Adventure
1359,8-10,longa_metragem,english,USA,R,15000000.0,2.35,Horror
1360,6-7,longa_metragem,english,USA,R,38000000.0,2.35,Action
1361,6-7,longa_metragem,english,USA,R,37000000.0,2.35,Crime
1362,5,longa_metragem,english,USA,PG-13,38000000.0,2.35,Action
1363,6-7,longa_metragem,english,USA,PG,55000000.0,2.35,Adventure
1364,6-7,longa_metragem,english,USA,R,32000000.0,1.85,Drama
1366,6-7,longa_metragem,english,USA,PG,40000000.0,2.35,Biography
1367,5,longa_metragem,english,USA,PG-13,38000000.0,2.35,Action
1368,6-7,longa_metragem,english,USA,PG-13,35000000.0,2.35,Drama
1369,6-7,longa_metragem,english,USA,R,37000000.0,2.35,Crime
1370,5,longa_metragem,english,USA,PG-13,40000000.0,2.35,Comedy
1371,6-7,longa_metragem,english,USA,R,37000000.0,1.85,Comedy
1372,6-7,longa_metragem,english,USA,PG,37000000.0,2.35,Adventure
1373,8-10,longa_metragem,english,UK,R,38000000.0,2.35,Action
1374,8-10,longa_metragem,english,USA,R,37000000.0,2.35,Drama
1375,5,longa_metragem,english,USA,R,37000000.0,2.35,Action
1376,6-7,longa_metragem,english,USA,R,38000000.0,2.35,Comedy
1377,6-7,longa_metragem,english,USA,PG,37000000.0,1.85,Drama
1378,5,longa_metragem,english,USA,PG-13,37000000.0,2.35,Drama
1379,6-7,longa_metragem,english,USA,PG-13,36000000.0,1.85,Crime
1380,6-7,longa_metragem,english,USA,PG-13,65000000.0,1.85,Action
1381,6-7,longa_metragem,english,USA,R,37000000.0,2.35,Comedy
1383,6-7,longa_metragem,english,USA,R,36000000.0,2.35,Action
1384,6-7,longa_metragem,english,UK,PG,36000000.0,2.35,Action
1385,6-7,longa_metragem,english,USA,R,36000000.0,1.85,Comedy
1386,6-7,longa_metragem,english,USA,PG,36000000.0,1.85,Drama
1387,5,longa_metragem,english,USA,R,34000000.0,2.35,Action
1388,6-7,longa_metragem,english,USA,R,36000000.0,2.35,Action
1389,5,longa_metragem,english,USA,PG-13,37000000.0,1.85,Comedy
1390,6-7,longa_metragem,english,USA,PG-13,36000000.0,1.85,Drama
1391,6-7,longa_metragem,english,USA,PG-13,36000000.0,2.35,Drama
1392,6-7,longa_metragem,english,USA,PG-13,37000000.0,2.35,Drama
1393,6-7,longa_metragem,english,USA,PG-13,36000000.0,2.35,Drama
1394,5,longa_metragem,english,USA,R,36000000.0,1.85,Biography
1395,<4,longa_metragem,english,USA,G,37000000.0,2.35,Adventure
1396,5,longa_metragem,english,USA,PG-13,35200000.0,1.85,Comedy
1397,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Comedy
1398,6-7,longa_metragem,other,Hong Kong,PG-13,36000000.0,2.35,Action
1399,6-7,longa_metragem,english,USA,PG-13,33000000.0,2.35,Action
1400,6-7,longa_metragem,english,USA,PG-13,35000000.0,1.85,Action
1401,5,longa_metragem,english,Spain,PG-13,36000000.0,2.35,Biography
1402,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Action
1403,6-7,longa_metragem,english,USA,PG-13,29000000.0,1.85,Biography
1405,5,longa_metragem,english,USA,PG,35000000.0,1.85,Action
1406,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Comedy
1407,6-7,longa_metragem,english,USA,PG-13,38000000.0,2.35,Adventure
1408,6-7,longa_metragem,english,USA,PG-13,35000000.0,2.35,Comedy
1409,6-7,longa_metragem,english,USA,PG,35000000.0,2.35,Adventure
1410,5,longa_metragem,english,USA,R,35000000.0,2.35,Comedy
1411,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Crime
1412,6-7,longa_metragem,english,USA,PG-13,35000000.0,2.35,Crime
1413,6-7,longa_metragem,english,Japan,R,35000000.0,2.35,Comedy
1414,5,longa_metragem,english,USA,PG-13,35000000.0,1.85,Comedy
1415,6-7,longa_metragem,english,USA,R,27000000.0,1.85,Drama
1416,8-10,longa_metragem,english,USA,R,35000000.0,2.35,Crime
1417,6-7,longa_metragem,english,USA,PG,35000000.0,2.35,Adventure
1418,6-7,longa_metragem,english,USA,PG-13,35000000.0,1.85,Comedy
1419,5,longa_metragem,english,USA,R,35000000.0,2.35,Action
1420,6-7,longa_metragem,english,USA,NC-17,1800000.0,1.85,Horror
1421,6-7,longa_metragem,english,USA,R,33000000.0,2.35,Horror
1422,6-7,longa_metragem,english,USA,PG-13,35000000.0,1.85,Action
1423,6-7,longa_metragem,english,USA,PG,35000000.0,2.35,Biography
1424,6-7,longa_metragem,english,Hong Kong,PG,34000000.0,2.35,Action
1425,6-7,longa_metragem,english,USA,PG,35000000.0,1.85,Biography
1426,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Comedy
1427,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Comedy
1428,6-7,longa_metragem,english,USA,PG-13,35000000.0,2.35,Biography
1429,6-7,longa_metragem,english,USA,PG-13,33000000.0,1.85,Biography
1430,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Comedy
1431,5,longa_metragem,english,USA,PG,35000000.0,1.85,Comedy
1432,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Action
1433,5,longa_metragem,english,USA,PG-13,35000000.0,2.35,Comedy
1434,5,longa_metragem,english,USA,PG-13,33000000.0,1.85,Comedy
1435,5,longa_metragem,english,USA,PG-13,30000000.0,2.35,Comedy
1436,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Biography
1437,6-7,longa_metragem,english,UK,R,33000000.0,1.85,Action
1438,6-7,longa_metragem,english,USA,PG,10700000.0,2.35,Fantasy
1439,6-7,longa_metragem,english,USA,R,35000000.0,1.85,Comedy
1440,5,longa_metragem,english,Canada,PG-13,35000000.0,2.35,Action
1441,6-7,longa_metragem,english,USA,PG-13,40000000.0,2.35,Action
1442,5,longa_metragem,english,USA,PG-13,35000000.0,2.35,Comedy
1443,5,longa_metragem,english,USA,PG-13,35000000.0,1.85,Comedy
1445,<4,longa_metragem,english,USA,PG-13,50000000.0,2.35,Adventure
1447,<4,longa_metragem,english,Japan,PG-13,35000000.0,2.35,Action
1448,8-10,longa_metragem,english,France,R,35000000.0,1.85,Biography
1450,6-7,longa_metragem,english,USA,PG,30000000.0,2.35,Drama
1451,5,longa_metragem,english,Australia,R,30000000.0,1.85,Horror
