,trt_imdb_score,trt_duration,trt_language,country,trt_content_rating,budget,aspect_ratio,trt_genre
3125,5,longa_metragem,english,USA,PG-13,8500000.0,2.35,Drama
3126,5,longa_metragem,english,USA,PG-13,12000000.0,1.85,Comedy
3127,6-7,longa_metragem,english,USA,PG-13,10000000.0,1.85,Comedy
3128,6-7,longa_metragem,english,USA,PG-13,10000000.0,2.35,Crime
3131,5,longa_metragem,english,USA,R,10000000.0,2.35,Horror
3132,5,longa_metragem,english,USA,PG-13,17000000.0,2.35,Drama
3133,<4,longa_metragem,english,USA,R,10000000.0,2.35,Horror
3134,5,longa_metragem,english,USA,PG-13,10000000.0,2.35,Mystery
3135,6-7,longa_metragem,english,USA,PG-13,10000000.0,2.35,Comedy
3136,5,longa_metragem,english,USA,R,10000000.0,1.85,Drama
3139,6-7,longa_metragem,english,USA,R,9000000.0,2.35,Comedy
3140,<4,longa_metragem,english,USA,PG-13,10000000.0,2.35,Action
3141,6-7,longa_metragem,english,UK,PG,10000000.0,2.35,Comedy
3142,6-7,longa_metragem,english,USA,G,10000000.0,1.85,Drama
3143,5,longa_metragem,english,USA,PG,25000000.0,1.85,Comedy
3144,6-7,longa_metragem,english,USA,R,10000000.0,1.85,Drama
3145,6-7,longa_metragem,english,USA,PG-13,10000000.0,2.35,Action
3146,6-7,longa_metragem,english,USA,PG-13,11000000.0,1.85,Comedy
3147,6-7,longa_metragem,english,USA,R,12600000.0,1.85,Horror
3149,6-7,longa_metragem,english,USA,R,30000000.0,2.35,Action
3150,6-7,longa_metragem,english,USA,PG-13,10000000.0,2.35,Drama
3151,5,longa_metragem,english,USA,R,10000000.0,1.85,Comedy
3152,<4,longa_metragem,english,USA,PG,10000000.0,1.85,Documentary
3154,5,longa_metragem,english,USA,PG,3000000.0,1.85,Adventure
3155,6-7,longa_metragem,english,UK,R,6400000.0,2.35,Biography
3156,6-7,longa_metragem,english,USA,R,10000000.0,2.35,Comedy
3157,6-7,longa_metragem,english,USA,R,10000000.0,1.85,Drama
3158,6-7,longa_metragem,english,USA,R,5000000.0,2.35,Mystery
3159,6-7,longa_metragem,english,USA,PG-13,10000000.0,2.35,Adventure
3160,5,longa_metragem,english,USA,PG-13,22000000.0,2.35,Comedy
3161,6-7,longa_metragem,english,USA,R,10000000.0,1.85,Comedy
3162,6-7,longa_metragem,english,Germany,PG-13,10000000.0,1.85,Comedy
3163,6-7,longa_metragem,english,USA,PG-13,10000000.0,1.85,Biography
3164,6-7,longa_metragem,english,USA,R,10000000.0,1.85,Comedy
3165,5,longa_metragem,english,USA,PG,10000000.0,1.85,Comedy
3167,5,longa_metragem,english,USA,R,10000000.0,2.35,Action
3168,6-7,longa_metragem,english,UK,R,10000000.0,1.85,Crime
3169,<4,longa_metragem,english,USA,R,6000000.0,1.85,Comedy
3171,5,longa_metragem,english,USA,PG-13,10000000.0,2.35,Comedy
3172,6-7,longa_metragem,english,USA,R,10000000.0,2.35,Adventure
3175,8-10,longa_metragem,english,USA,R,7500000.0,1.85,Crime
3176,6-7,longa_metragem,english,USA,R,10000000.0,2.35,Action
3177,5,longa_metragem,english,USA,PG,10000000.0,1.85,Animation
3178,6-7,longa_metragem,other,Canada,R,10000000.0,1.85,Drama
3179,8-10,longa_metragem,english,France,G,10000000.0,2.35,Biography
3180,5,longa_metragem,english,USA,R,10000000.0,2.35,Action
3181,6-7,longa_metragem,english,USA,R,10000000.0,2.35,Comedy
3184,6-7,longa_metragem,english,USA,PG-13,9000000.0,2.35,Drama
3185,<4,longa_metragem,english,USA,PG,16000000.0,1.85,Comedy
3186,6-7,longa_metragem,english,USA,PG-13,10000000.0,1.85,Adventure
3188,6-7,longa_metragem,english,USA,R,10000000.0,1.85,Comedy
3189,6-7,longa_metragem,other,Italy,R,10000000.0,1.85,Drama
3190,5,longa_metragem,english,USA,PG-13,10000000.0,2.35,Drama
3191,6-7,longa_metragem,english,UK,R,11500000.0,1.85,Action
3192,6-7,longa_metragem,english,USA,R,9000000.0,1.85,Crime
3193,6-7,longa_metragem,english,Germany,R,6500000.0,2.35,Crime
3194,6-7,longa_metragem,english,UK,PG,10000000.0,2.35,Drama
3195,5,longa_metragem,english,USA,R,10000000.0,1.85,Action
3196,6-7,longa_metragem,english,Germany,PG-13,10000000.0,2.35,Drama
3197,<4,longa_metragem,english,USA,R,10000000.0,1.85,Comedy
3198,6-7,longa_metragem,english,USA,R,10000000.0,1.85,Comedy
3199,<4,longa_metragem,english,USA,PG-13,10000000.0,1.85,Horror
3200,5,longa_metragem,english,USA,PG,14000000.0,2.35,Adventure
3201,6-7,longa_metragem,english,USA,R,10000000.0,1.85,Comedy
3202,6-7,longa_metragem,english,USA,PG-13,10000000.0,1.85,Drama
3203,6-7,longa_metragem,english,Canada,R,8000000.0,1.78,Drama
3204,5,longa_metragem,english,USA,R,10000000.0,1.85,Comedy
3205,6-7,longa_metragem,english,UK,PG,10000000.0,2.35,Drama
3206,6-7,longa_metragem,english,USA,R,10000000.0,1.85,Biography
3209,6-7,longa_metragem,english,France,R,10000000.0,1.85,Comedy
3210,6-7,longa_metragem,english,USA,R,11000000.0,1.85,Crime
3211,6-7,longa_metragem,english,USA,R,5000000.0,2.35,Comedy
3212,6-7,longa_metragem,english,Canada,R,10000000.0,2.35,Crime
3213,5,longa_metragem,english,USA,R,10000000.0,1.85,Comedy
3214,6-7,longa_metragem,english,Hong Kong,PG-13,10000000.0,2.35,Drama
3216,<4,longa_metragem,english,UK,R,10000000.0,1.85,Comedy
3217,5,longa_metragem,english,USA,R,10000000.0,1.78,Action
3218,6-7,longa_metragem,other,Hong Kong,PG,10000000.0,1.85,Action
3219,5,longa_metragem,english,USA,R,10000000.0,1.66,Drama
3221,6-7,longa_metragem,english,USA,R,5000000.0,1.85,Biography
3224,6-7,longa_metragem,english,USA,R,4000000.0,2.35,Comedy
3225,6-7,longa_metragem,english,UK,R,10000000.0,1.85,Action
3227,6-7,longa_metragem,english,UK,R,5000000.0,1.85,Comedy
3228,6-7,longa_metragem,english,USA,R,10000000.0,1.85,Drama
3230,<4,longa_metragem,english,USA,PG,6200000.0,1.85,Comedy
3234,<4,longa_metragem,english,USA,R,10000000.0,1.85,Comedy
3235,5,longa_metragem,english,USA,PG-13,10000000.0,2.35,Comedy
3236,5,longa_metragem,english,USA,R,8000000.0,1.85,Comedy
3237,<4,longa_metragem,english,USA,PG-13,5000000.0,1.85,Comedy
3241,<4,longa_metragem,english,USA,PG-13,10000000.0,1.85,Comedy
3242,6-7,longa_metragem,english,Spain,R,10000000.0,2.35,Crime
3244,6-7,longa_metragem,english,USA,R,6500000.0,1.85,Comedy
3255,6-7,longa_metragem,other,South Korea,R,10000000.0,2.35,Action
3259,6-7,longa_metragem,english,USA,R,9600000.0,1.85,Drama
3260,6-7,longa_metragem,english,USA,R,9500000.0,1.85,Comedy
3262,6-7,longa_metragem,english,UK,R,9500000.0,2.35,Action
3264,6-7,longa_metragem,other,France,PG-13,8900000.0,1.85,Drama
3265,<4,longa_metragem,english,USA,PG-13,10500000.0,1.85,Horror
3267,6-7,longa_metragem,english,USA,R,9400000.0,2.76,Action
3271,6-7,longa_metragem,english,UK,R,6000000.0,2.35,Drama
3274,6-7,longa_metragem,english,Denmark,R,7400000.0,2.35,Drama
3276,6-7,longa_metragem,other,India,R,7217600.0,2.35,Drama
3277,8-10,longa_metragem,english,UK,R,11000000.0,2.35,Horror
3278,6-7,longa_metragem,english,USA,R,83532.0,1.85,Horror
3279,6-7,longa_metragem,english,USA,R,10000000.0,2.35,Biography
3280,8-10,longa_metragem,english,USA,G,9000000.0,2.35,Drama
3281,6-7,longa_metragem,english,UK,R,9000000.0,2.35,Action
3284,6-7,longa_metragem,english,USA,R,9000000.0,2.35,Action
3285,6-7,longa_metragem,english,USA,R,9000000.0,1.85,Comedy
3286,6-7,longa_metragem,english,USA,R,9000000.0,1.85,Fantasy
3287,8-10,longa_metragem,english,USA,PG-13,9000000.0,1.85,Documentary
3288,6-7,longa_metragem,english,USA,R,9000000.0,2.35,Action
3289,<4,longa_metragem,english,USA,PG-13,9000000.0,1.85,Comedy
3290,6-7,longa_metragem,english,USA,R,9000000.0,1.85,Adventure
3291,6-7,longa_metragem,english,USA,R,20000000.0,1.85,Drama
3292,6-7,longa_metragem,english,USA,R,8000000.0,1.85,Crime
3294,<4,longa_metragem,english,USA,R,9000000.0,2.35,Horror
3296,6-7,longa_metragem,english,UK,PG-13,9000000.0,1.85,Action
3299,6-7,longa_metragem,english,USA,R,8500000.0,1.85,Action
3300,6-7,longa_metragem,english,USA,R,9000000.0,2.35,Comedy
3301,6-7,longa_metragem,english,USA,PG-13,8000000.0,1.85,Comedy
3305,6-7,longa_metragem,english,USA,PG-13,9000000.0,2.35,Biography
3306,5,longa_metragem,english,USA,R,9000000.0,2.35,Comedy
3307,6-7,longa_metragem,english,USA,R,9000000.0,1.85,Comedy
3310,5,longa_metragem,english,USA,PG,9000000.0,1.85,Documentary
3311,6-7,longa_metragem,other,Thailand,R,400000000.0,1.85,Action
3312,6-7,longa_metragem,english,Italy,R,9000000.0,1.85,Horror
3314,6-7,longa_metragem,english,UK,R,9000000.0,1.85,Drama
3315,6-7,longa_metragem,english,USA,PG,9000000.0,2.35,Drama
3316,6-7,longa_metragem,english,Australia,PG,11400000.0,1.85,Drama
3318,6-7,media_metragem,other,Denmark,R,45000000.0,2.35,Drama
3319,<4,longa_metragem,english,Germany,PG-13,9000000.0,2.35,Comedy
3323,6-7,longa_metragem,english,Australia,PG-13,8800000.0,2.35,Adventure
3328,6-7,longa_metragem,english,USA,R,8600000.0,2.35,Crime
3330,5,longa_metragem,english,Thailand,R,9000000.0,2.35,Action
3332,6-7,longa_metragem,english,USA,R,7000000.0,2.35,Drama
3333,6-7,longa_metragem,english,USA,R,8500000.0,1.85,Drama
3334,5,longa_metragem,english,USA,PG-13,8500000.0,1.85,Comedy
3337,6-7,longa_metragem,english,USA,R,8000000.0,2.35,Comedy
3339,6-7,longa_metragem,english,USA,PG-13,8500000.0,2.35,Comedy
3340,<4,longa_metragem,english,USA,PG-13,22000000.0,2.35,Drama
3343,6-7,longa_metragem,english,UK,PG,8500000.0,1.85,Biography
3344,8-10,longa_metragem,other,India,PG-13,12000000.0,2.35,Adventure
3346,6-7,longa_metragem,english,USA,PG-13,9000000.0,2.35,Action
3347,6-7,longa_metragem,english,USA,R,8000000.0,1.85,Adventure
3353,6-7,longa_metragem,english,USA,R,8500000.0,1.85,Horror
3355,8-10,longa_metragem,english,USA,R,8000000.0,2.35,Crime
3357,6-7,longa_metragem,english,USA,R,8500000.0,2.35,Crime
3358,5,longa_metragem,english,USA,R,8550000.0,2.35,Comedy
3359,8-10,longa_metragem,english,USA,G,8200000.0,2.35,Biography
3360,6-7,longa_metragem,english,USA,PG,8000000.0,1.85,Comedy
3361,6-7,longa_metragem,english,USA,R,8000000.0,2.35,Comedy
3362,8-10,longa_metragem,english,USA,R,8000000.0,1.85,Adventure
3363,6-7,longa_metragem,english,UK,R,8000000.0,1.85,Drama
3364,<4,longa_metragem,english,USA,PG-13,8000000.0,1.85,Drama
3365,6-7,longa_metragem,english,USA,PG,8000000.0,1.85,Biography
3366,6-7,longa_metragem,english,USA,PG-13,8000000.0,1.85,Comedy
3367,5,longa_metragem,english,USA,R,8000000.0,2.35,Comedy
3368,6-7,longa_metragem,english,USA,R,8000000.0,1.85,Comedy
3369,5,longa_metragem,english,USA,PG-13,8000000.0,1.85,Horror
3371,6-7,longa_metragem,english,USA,R,8000000.0,2.35,Comedy
3374,6-7,longa_metragem,english,UK,PG-13,8000000.0,1.85,Comedy
3375,6-7,longa_metragem,english,UK,PG,7000000.0,2.35,Action
3377,6-7,longa_metragem,english,USA,R,8000000.0,1.85,Fantasy
3378,5,longa_metragem,english,USA,PG-13,8000000.0,1.85,Comedy
3380,6-7,longa_metragem,english,USA,R,8000000.0,1.85,Comedy
3381,5,longa_metragem,english,USA,PG,8000000.0,1.85,Comedy
3383,6-7,longa_metragem,english,USA,R,7000000.0,2.35,Crime
3384,6-7,longa_metragem,english,USA,R,5000000.0,1.85,Drama
3386,6-7,longa_metragem,english,USA,R,8000000.0,2.35,Action
3388,6-7,longa_metragem,english,USA,PG-13,8000000.0,1.85,Comedy
3389,6-7,longa_metragem,english,USA,PG-13,8000000.0,1.85,Comedy
3391,6-7,longa_metragem,english,UK,R,8000000.0,2.35,Drama
3392,5,longa_metragem,english,USA,PG,8000000.0,1.85,Comedy
3394,5,longa_metragem,english,USA,PG-13,8000000.0,1.85,Comedy
3395,5,longa_metragem,english,USA,R,8000000.0,2.35,Comedy
3398,6-7,longa_metragem,english,USA,R,8000000.0,2.35,Animation
3399,6-7,longa_metragem,english,UK,PG-13,10000000.0,2.35,Comedy
3400,6-7,longa_metragem,other,France,R,8000000.0,1.85,Comedy
3401,6-7,longa_metragem,english,USA,R,8000000.0,1.85,Action
3402,6-7,longa_metragem,english,Germany,R,8000000.0,1.85,Comedy
3403,6-7,longa_metragem,english,USA,PG-13,8000000.0,1.85,Comedy
3404,6-7,longa_metragem,english,UK,R,7200000.0,2.35,Biography
3405,6-7,longa_metragem,english,UK,PG-13,8000000.0,2.35,Biography
3406,6-7,longa_metragem,english,USA,PG-13,8000000.0,1.66,Biography
3408,6-7,longa_metragem,english,France,R,6500000.0,1.85,Adventure
3409,6-7,longa_metragem,english,USA,R,8000000.0,1.85,Drama
3410,6-7,longa_metragem,english,USA,R,8000000.0,2.35,Drama
3411,6-7,longa_metragem,english,USA,R,8000000.0,2.35,Crime
3413,5,longa_metragem,english,USA,R,8000000.0,1.85,Comedy
3415,6-7,longa_metragem,english,Canada,R,8000000.0,2.35,Comedy
3416,5,longa_metragem,english,USA,PG-13,8000000.0,2.35,Comedy
3417,6-7,longa_metragem,english,UK,PG-13,8000000.0,2.35,Action
3418,6-7,longa_metragem,english,USA,R,8000000.0,2.35,Crime
3420,6-7,longa_metragem,english,USA,R,8000000.0,2.35,Crime
3421,6-7,longa_metragem,english,Italy,R,50000000.0,1.66,Comedy
3423,8-10,longa_metragem,other,Japan,R,1100000000.0,1.85,Action
3428,6-7,longa_metragem,english,UK,R,7900000.0,2.35,Comedy
3432,6-7,longa_metragem,english,Australia,R,10000000.0,1.33,Action
3434,6-7,longa_metragem,english,USA,PG,7500000.0,1.85,Comedy
3435,6-7,longa_metragem,english,USA,R,7500000.0,1.85,Comedy
3436,6-7,longa_metragem,other,Hong Kong,R,7500000.0,2.35,Action
3438,6-7,longa_metragem,english,USA,R,6500000.0,2.35,Comedy
3439,5,longa_metragem,english,USA,R,10000000.0,2.35,Horror
3440,6-7,longa_metragem,english,UK,PG-13,4500000.0,2.35,Drama
3442,6-7,longa_metragem,english,UK,R,7500000.0,1.85,Comedy
3443,6-7,longa_metragem,english,USA,R,7500000.0,1.85,Crime
3444,6-7,longa_metragem,english,Canada,R,7500000.0,1.85,Comedy
3445,<4,longa_metragem,english,USA,PG-13,7500000.0,1.85,Comedy
3447,6-7,longa_metragem,english,USA,R,8000000.0,1.85,Comedy
3450,6-7,longa_metragem,english,UK,R,7500000.0,2.35,Drama
3453,6-7,longa_metragem,english,UK,R,8000000.0,2.35,Drama
3456,8-10,longa_metragem,other,France,PG-13,7300000.0,1.85,Animation
3459,6-7,longa_metragem,english,France,R,7000000.0,2.35,Horror
3460,6-7,longa_metragem,english,UK,R,7300000.0,2.35,Action
3462,<4,longa_metragem,english,USA,PG-13,7500000.0,1.37,Action
3463,6-7,longa_metragem,english,USA,PG-13,7500000.0,1.85,Comedy
3465,6-7,longa_metragem,english,UK,PG,7200000.0,2.35,Action
3466,8-10,longa_metragem,english,USA,R,6000000.0,1.85,Crime
3467,6-7,longa_metragem,english,USA,R,4000000.0,1.85,Drama
3468,6-7,longa_metragem,english,USA,PG-13,7500000.0,2.35,Comedy
3469,6-7,longa_metragem,english,New Zealand,R,7000000.0,1.85,Drama
3470,6-7,longa_metragem,english,USA,R,7000000.0,2.35,Comedy
3471,<4,longa_metragem,english,USA,PG-13,11000000.0,2.35,Horror
3472,6-7,longa_metragem,english,UK,PG,7000000.0,1.66,Action
3473,6-7,longa_metragem,english,USA,PG,5000000.0,1.37,Drama
3475,5,longa_metragem,english,USA,PG-13,6600000.0,1.85,Comedy
3477,6-7,longa_metragem,english,USA,PG,7500000.0,1.85,Biography
3478,6-7,longa_metragem,english,Canada,R,7000000.0,2.35,Biography
3479,6-7,longa_metragem,english,USA,R,7000000.0,1.85,Action
3482,6-7,longa_metragem,english,USA,PG,9000000.0,2.35,Action
3483,6-7,longa_metragem,english,UK,PG,13000000.0,1.66,Action
3484,5,longa_metragem,english,USA,R,7000000.0,1.85,Action
3485,6-7,longa_metragem,english,UK,R,3500000.0,2.35,Adventure
3487,<4,longa_metragem,english,USA,R,7000000.0,1.85,Horror
3488,6-7,longa_metragem,english,USA,R,7000000.0,1.85,Comedy
3489,6-7,longa_metragem,english,USA,R,7000000.0,1.85,Crime
3491,6-7,longa_metragem,english,USA,R,7000000.0,2.35,Comedy
3492,6-7,longa_metragem,english,USA,R,7000000.0,2.35,Crime
3494,6-7,longa_metragem,english,USA,R,7000000.0,1.85,Horror
3496,6-7,longa_metragem,english,USA,R,7000000.0,1.85,Comedy
3497,6-7,longa_metragem,english,USA,PG-13,7500000.0,2.35,Drama
3498,6-7,longa_metragem,english,USA,R,7000000.0,1.85,Action
3500,6-7,longa_metragem,english,USA,R,7000000.0,2.35,Drama
3501,6-7,longa_metragem,english,USA,R,7000000.0,1.85,Drama
3502,6-7,longa_metragem,english,USA,R,7000000.0,1.85,Comedy
3503,6-7,longa_metragem,english,UK,PG-13,7000000.0,2.35,Comedy
3504,6-7,longa_metragem,other,Australia,PG,6000000.0,2.35,Adventure
3505,<4,longa_metragem,english,USA,PG-13,7000000.0,1.85,Comedy
3506,6-7,longa_metragem,english,UK,R,7000000.0,1.85,Action
3508,6-7,longa_metragem,english,USA,PG,7000000.0,1.85,Adventure
3511,6-7,longa_metragem,english,USA,R,7000000.0,2.35,Drama
3512,6-7,longa_metragem,english,USA,R,7000000.0,1.85,Comedy
3513,6-7,longa_metragem,english,USA,PG,7000000.0,1.85,Drama
3514,6-7,longa_metragem,english,USA,R,7000000.0,1.85,Biography
3515,6-7,longa_metragem,english,USA,R,7000000.0,1.85,Biography
3516,6-7,longa_metragem,english,UK,R,7000000.0,2.35,Drama
3518,6-7,longa_metragem,english,USA,G,7000000.0,2.35,Drama
3520,6-7,longa_metragem,english,USA,R,4825000.0,2.35,Drama
3521,6-7,longa_metragem,english,UK,PG,9000000.0,1.85,Adventure
3522,6-7,longa_metragem,other,France,R,50000000.0,2.35,Comedy
3523,6-7,longa_metragem,english,USA,R,7000000.0,1.85,Comedy
3525,<4,longa_metragem,english,USA,PG-13,10000000.0,1.85,Comedy
3526,6-7,longa_metragem,english,USA,R,7000000.0,2.35,Drama
3528,6-7,longa_metragem,english,USA,R,3500000.0,2.35,Adventure
3529,6-7,longa_metragem,english,UK,R,7000000.0,1.85,Drama
3530,6-7,longa_metragem,english,USA,PG-13,7000000.0,1.85,Biography
3531,5,longa_metragem,english,USA,R,7000000.0,2.35,Comedy
3533,6-7,longa_metragem,english,USA,R,7000000.0,1.85,Comedy
3534,6-7,longa_metragem,english,UK,R,7000000.0,2.35,Drama
3540,6-7,longa_metragem,english,USA,R,6900000.0,2.35,Western
3542,6-7,longa_metragem,english,USA,R,6900000.0,1.85,Comedy
3547,6-7,longa_metragem,english,USA,R,6800000.0,2.35,Comedy
3548,6-7,longa_metragem,english,USA,R,6800000.0,2.35,Crime
3549,5,longa_metragem,english,Canada,PG-13,6900000.0,2.35,Drama
3550,8-10,longa_metragem,other,Canada,R,6800000.0,1.85,Drama
3551,6-7,longa_metragem,other,Italy,R,5000000.0,2.35,Comedy
3553,8-10,longa_metragem,other,Brazil,R,4000000.0,1.85,Action
3554,5,longa_metragem,english,USA,R,6500000.0,2.35,Horror
3555,6-7,longa_metragem,english,Australia,PG-13,6500000.0,2.35,Comedy
3556,6-7,longa_metragem,english,USA,R,6000000.0,1.85,Crime
3557,6-7,longa_metragem,english,USA,PG-13,6500000.0,1.85,Biography
3559,6-7,longa_metragem,english,USA,NC-17,6500000.0,2.35,Mystery
3560,6-7,longa_metragem,english,USA,PG,6500000.0,1.85,Adventure
3561,6-7,longa_metragem,english,USA,R,6500000.0,2.35,Comedy
3562,5,longa_metragem,english,USA,R,6500000.0,2.35,Comedy
3564,<4,longa_metragem,english,USA,PG-13,6500000.0,2.35,Horror
3565,6-7,longa_metragem,english,Germany,R,7000000.0,2.35,Biography
3566,6-7,longa_metragem,english,UK,NC-17,6500000.0,2.35,Drama
3567,6-7,longa_metragem,english,UK,R,4000000.0,2.35,Crime
3568,6-7,longa_metragem,english,USA,PG-13,6500000.0,2.35,Drama
3569,6-7,longa_metragem,english,UK,PG-13,6500000.0,2.35,Drama
3570,6-7,longa_metragem,english,USA,R,6500000.0,2.35,Drama
3572,6-7,longa_metragem,english,USA,R,6500000.0,2.35,Drama
3574,6-7,longa_metragem,english,UK,R,4500000.0,2.35,Biography
3575,8-10,longa_metragem,english,UK,R,6500000.0,1.85,Action
3576,6-7,longa_metragem,other,Germany,R,4800000.0,1.85,Drama
3577,6-7,longa_metragem,english,UK,R,10000000.0,1.85,Biography
3580,6-7,longa_metragem,english,USA,R,6000000.0,1.85,Comedy
3581,6-7,longa_metragem,english,USA,PG-13,6000000.0,2.35,Musical
3582,8-10,longa_metragem,english,UK,R,6000000.0,1.85,Drama
3583,6-7,longa_metragem,english,USA,R,6000000.0,1.85,Documentary
3584,8-10,longa_metragem,english,USA,PG,6000000.0,2.35,Biography
3585,6-7,longa_metragem,english,USA,R,6000000.0,1.66,Comedy
3586,6-7,longa_metragem,english,USA,R,6000000.0,1.85,Drama
3588,6-7,longa_metragem,english,USA,R,6000000.0,2.2,Crime
3589,6-7,longa_metragem,english,USA,R,6000000.0,1.85,Comedy
3590,6-7,longa_metragem,english,USA,R,6000000.0,1.85,Comedy
3591,6-7,longa_metragem,english,USA,R,6000000.0,1.85,Comedy
3592,8-10,longa_metragem,english,USA,R,6000000.0,2.35,Crime
3593,5,longa_metragem,english,USA,NC-17,8000000.0,1.85,Fantasy
3594,6-7,longa_metragem,english,Germany,R,6000000.0,1.85,Comedy
3595,6-7,longa_metragem,english,USA,R,6000000.0,2.35,Drama
3596,6-7,longa_metragem,english,USA,R,8000000.0,1.37,Drama
3597,6-7,longa_metragem,english,USA,PG-13,6000000.0,1.85,Comedy
3598,6-7,longa_metragem,english,UK,R,6000000.0,2.35,Action
3599,5,longa_metragem,english,USA,R,6500000.0,1.85,Comedy
3600,<4,longa_metragem,english,USA,PG,6000000.0,1.85,Comedy
3603,6-7,longa_metragem,english,USA,R,6000000.0,1.85,Comedy
3605,6-7,longa_metragem,english,UK,R,9000000.0,1.85,Comedy
3606,6-7,longa_metragem,english,USA,R,6000000.0,1.85,Comedy
3607,6-7,longa_metragem,english,UK,R,6000000.0,2.35,Biography
3608,5,longa_metragem,english,USA,NC-17,3000000.0,1.85,Horror
3609,6-7,longa_metragem,english,USA,PG-13,5000000.0,1.85,Comedy
3611,6-7,longa_metragem,english,USA,R,6000000.0,1.85,Biography
3612,5,longa_metragem,english,USA,R,6000000.0,1.85,Comedy
3613,6-7,longa_metragem,english,USA,PG-13,6000000.0,1.85,Drama
3614,5,longa_metragem,other,USA,R,6000000.0,2.35,Comedy
3615,6-7,longa_metragem,english,USA,PG-13,6000000.0,1.85,Comedy
3616,6-7,longa_metragem,english,Ireland,R,6000000.0,2.35,Comedy
3617,<4,longa_metragem,english,USA,R,6500000.0,1.85,Comedy
3618,6-7,longa_metragem,english,USA,R,6000000.0,1.85,Drama
3620,5,longa_metragem,english,USA,R,6000000.0,1.85,Comedy
3621,6-7,longa_metragem,english,USA,R,6000000.0,2.35,Comedy
3622,5,longa_metragem,english,Germany,PG-13,6000000.0,2.35,Comedy
3624,6-7,longa_metragem,english,USA,R,6000000.0,1.85,Comedy
3625,6-7,longa_metragem,english,USA,PG-13,6000000.0,1.85,Action
3627,6-7,longa_metragem,english,USA,PG-13,6000000.0,2.35,Drama
3628,5,longa_metragem,english,USA,R,6000000.0,1.85,Comedy
3631,6-7,longa_metragem,english,USA,R,6000000.0,2.35,Comedy
3634,<4,longa_metragem,english,USA,PG-13,6000000.0,1.85,Action
3635,5,longa_metragem,english,USA,PG,6000000.0,1.85,Biography
3637,6-7,longa_metragem,english,USA,R,6000000.0,2.35,Drama
3638,6-7,longa_metragem,english,China,PG-13,6000000.0,2.35,Drama
3639,6-7,longa_metragem,english,USA,R,6000000.0,1.85,Drama
3640,6-7,longa_metragem,english,UK,PG-13,6000000.0,2.35,Comedy
3642,<4,longa_metragem,english,USA,R,6000000.0,1.85,Comedy
3647,6-7,longa_metragem,english,USA,R,12000000.0,2.35,Crime
3652,6-7,longa_metragem,other,France,R,5300000.0,1.85,Comedy
3655,6-7,longa_metragem,other,Netherlands,R,4000000.0,2.35,Drama
3659,6-7,longa_metragem,other,Thailand,R,200000000.0,1.85,Action
3662,6-7,longa_metragem,english,UK,PG-13,3500159.0,1.85,Comedy
3663,6-7,longa_metragem,english,USA,PG-13,5600000.0,1.85,Drama
3664,<4,longa_metragem,english,USA,PG-13,5600000.0,1.85,Action
3666,6-7,longa_metragem,other,Spain,R,5600000.0,1.85,Horror
3668,8-10,longa_metragem,english,USA,PG,5500000.0,1.85,Comedy
3669,6-7,longa_metragem,english,UK,PG,5500000.0,1.85,Biography
3670,5,longa_metragem,english,USA,PG-13,5500000.0,1.85,Comedy
3671,6-7,longa_metragem,english,Australia,PG-13,5500000.0,1.85,Biography
3672,6-7,longa_metragem,english,USA,R,3000000.0,2.35,Comedy
3674,6-7,longa_metragem,english,USA,R,7000000.0,1.85,Comedy
3675,6-7,longa_metragem,english,UK,R,5500000.0,1.85,Biography
3677,6-7,longa_metragem,other,France,PG-13,5500000.0,2.35,Drama
3678,6-7,longa_metragem,english,Canada,R,5000000.0,1.85,Comedy
3679,6-7,longa_metragem,english,USA,R,5000000.0,1.85,Crime
3680,6-7,longa_metragem,english,USA,R,6500000.0,1.85,Drama
3681,<4,longa_metragem,english,USA,R,5500000.0,2.35,Comedy
3682,6-7,longa_metragem,other,Finland,R,3850000.0,1.85,Comedy
3684,6-7,longa_metragem,other,Japan,R,5500000.0,1.85,Comedy
3687,5,longa_metragem,english,USA,R,9000000.0,1.85,Action
3688,5,longa_metragem,english,USA,R,5250000.0,1.85,Comedy
3690,6-7,longa_metragem,other,Norway,R,30300000.0,2.39,Crime
3692,6-7,longa_metragem,english,Canada,PG-13,6000000.0,1.85,Comedy
3696,6-7,longa_metragem,english,USA,PG-13,5000000.0,2.35,Fantasy
3697,6-7,longa_metragem,english,USA,R,4000000.0,1.85,Horror
3698,6-7,longa_metragem,english,USA,PG-13,15000000.0,2.35,Drama
3699,6-7,longa_metragem,english,USA,R,5000000.0,1.85,Comedy
3700,6-7,longa_metragem,english,USA,PG-13,4900000.0,2.35,Horror
3701,5,longa_metragem,english,USA,R,5000000.0,1.85,Horror
3702,<4,longa_metragem,english,USA,PG-13,5000000.0,2.35,Fantasy
3703,6-7,longa_metragem,english,USA,NC-17,4500000.0,1.85,Action
3705,6-7,longa_metragem,other,Mexico,PG-13,5000000.0,1.85,Comedy
3706,<4,longa_metragem,english,USA,R,5000000.0,1.85,Horror
3707,6-7,longa_metragem,english,USA,R,5000000.0,2.2,Drama
3709,<4,longa_metragem,english,USA,R,8500000.0,1.85,Comedy
3710,6-7,longa_metragem,english,USA,R,4500000.0,1.85,Biography
3712,5,longa_metragem,english,USA,R,5000000.0,1.78,Fantasy
