,trt_imdb_score,trt_duration,trt_language,country,budget,gross,trt_content_rating,trt_genre
802,4,longa_metragem,english,USA,60000000.0,11802056.0,PG,Adventure
803,5,longa_metragem,english,USA,30000000.0,25472967.0,PG-13,Drama
804,6,longa_metragem,english,USA,55000000.0,22362500.0,PG-13,Comedy
806,4,longa_metragem,english,USA,60000000.0,19781879.0,PG-13,Action
809,6,longa_metragem,english,USA,35000000.0,4426297.0,R,Adventure
811,6,longa_metragem,other,USA,80000000.0,10166502.0,R,Action
812,8,longa_metragem,english,USA,58000000.0,363024263.0,R,Action
813,4,longa_metragem,english,USA,60000000.0,12065985.0,PG,Comedy
814,7,longa_metragem,english,USA,58800000.0,350123553.0,R,Action
815,6,longa_metragem,english,USA,58000000.0,80021740.0,PG,Adventure
817,6,longa_metragem,english,USA,58000000.0,48291624.0,PG-13,Comedy
818,3,longa_metragem,english,USA,60000000.0,35231365.0,PG,Comedy
819,5,longa_metragem,english,USA,63000000.0,53715611.0,R,Action
820,6,longa_metragem,english,USA,58000000.0,31199215.0,PG-13,Comedy
822,4,longa_metragem,english,USA,58000000.0,29580087.0,PG-13,Comedy
823,6,longa_metragem,english,USA,58000000.0,44665963.0,PG-13,Comedy
825,5,longa_metragem,english,USA,58000000.0,49875589.0,PG-13,Action
827,7,longa_metragem,english,USA,57000000.0,60984028.0,R,Drama
828,5,longa_metragem,english,USA,70000000.0,36931089.0,R,Comedy
829,6,longa_metragem,english,USA,57000000.0,51317350.0,PG-13,Action
830,6,longa_metragem,english,USA,58000000.0,28328132.0,PG-13,Action
831,4,longa_metragem,english,USA,57000000.0,51774002.0,PG-13,Action
835,6,longa_metragem,english,USA,56000000.0,45860039.0,PG-13,Action
836,8,longa_metragem,english,USA,55000000.0,329691196.0,PG-13,Comedy
837,5,longa_metragem,english,USA,60000000.0,217326336.0,PG,Animation
838,7,longa_metragem,english,USA,55000000.0,166225040.0,PG-13,Comedy
839,6,longa_metragem,english,USA,55000000.0,141600000.0,G,Adventure
840,7,longa_metragem,english,USA,55000000.0,134218018.0,PG,Action
841,5,longa_metragem,english,USA,54000000.0,128769345.0,PG-13,Comedy
842,6,longa_metragem,english,USA,70000000.0,177575142.0,PG-13,Comedy
843,5,longa_metragem,english,USA,55000000.0,105263257.0,PG,Action
844,6,longa_metragem,english,USA,55000000.0,104354205.0,R,Comedy
845,7,longa_metragem,english,USA,55000000.0,107100855.0,PG-13,Biography
846,6,longa_metragem,english,USA,55000000.0,98711404.0,PG-13,Comedy
847,6,longa_metragem,english,USA,50000000.0,100328194.0,PG,Comedy
848,7,longa_metragem,english,USA,55000000.0,101530738.0,R,Action
849,5,longa_metragem,english,USA,55000000.0,93815117.0,PG-13,Comedy
850,7,longa_metragem,english,USA,53000000.0,91400000.0,R,Action
851,8,longa_metragem,english,USA,55000000.0,162586036.0,PG-13,Biography
852,6,longa_metragem,english,USA,55000000.0,89706988.0,PG-13,Drama
853,6,longa_metragem,english,USA,55000000.0,83000000.0,R,Drama
855,8,longa_metragem,english,USA,30000000.0,70098138.0,R,Action
856,6,longa_metragem,english,USA,55000000.0,66365290.0,PG-13,Comedy
858,8,longa_metragem,english,USA,30000000.0,66207920.0,R,Action
859,6,longa_metragem,english,USA,55000000.0,63408614.0,R,Action
860,6,longa_metragem,english,USA,55000000.0,58422650.0,PG-13,Comedy
861,6,longa_metragem,english,USA,55000000.0,56932305.0,PG-13,Action
862,6,longa_metragem,english,USA,55000000.0,68750000.0,R,Action
863,6,longa_metragem,english,USA,55000000.0,68218041.0,PG,Comedy
864,6,longa_metragem,english,USA,55000000.0,25040293.0,PG-13,Action
865,5,longa_metragem,english,USA,55000000.0,55747724.0,PG,Adventure
866,6,longa_metragem,english,USA,50000000.0,55473600.0,R,Action
867,6,longa_metragem,english,USA,55000000.0,49994804.0,PG,Biography
869,6,longa_metragem,english,USA,55000000.0,38553833.0,R,Adventure
871,5,longa_metragem,english,USA,68000000.0,34350553.0,R,Action
872,6,longa_metragem,english,USA,55000000.0,34238611.0,R,Action
873,6,longa_metragem,english,USA,55000000.0,34098563.0,R,Drama
874,5,longa_metragem,english,USA,55000000.0,33828318.0,PG-13,Comedy
875,5,longa_metragem,english,USA,55000000.0,33472850.0,R,Comedy
877,7,longa_metragem,english,USA,55000000.0,35707327.0,R,Crime
878,5,longa_metragem,english,USA,50000000.0,20550712.0,PG-13,Action
879,5,longa_metragem,english,USA,55000000.0,18573791.0,R,Action
882,5,longa_metragem,english,USA,62000000.0,25857987.0,PG-13,Action
883,6,longa_metragem,english,USA,56000000.0,12870569.0,PG-13,Drama
884,4,longa_metragem,english,USA,71000000.0,11466088.0,R,Action
885,5,longa_metragem,english,USA,55000000.0,16088610.0,PG,Comedy
886,6,longa_metragem,english,USA,50000000.0,51178893.0,PG,Adventure
888,6,longa_metragem,english,USA,55000000.0,39440655.0,PG-13,Drama
892,6,longa_metragem,english,USA,54000000.0,81645152.0,R,Action
893,7,longa_metragem,english,USA,55000000.0,69951824.0,PG-13,Drama
894,5,longa_metragem,english,USA,55000000.0,9483821.0,R,Action
895,7,longa_metragem,english,USA,54000000.0,66676062.0,R,Crime
896,6,longa_metragem,english,USA,57000000.0,26838389.0,PG-13,Comedy
897,5,longa_metragem,english,USA,54000000.0,75604320.0,PG-13,Comedy
898,6,longa_metragem,english,USA,54000000.0,108200000.0,PG,Action
899,2,longa_metragem,english,USA,54000000.0,5660084.0,R,Comedy
902,7,longa_metragem,english,USA,50000000.0,58297830.0,G,Adventure
903,7,longa_metragem,english,USA,52500000.0,57386369.0,PG-13,Drama
904,5,longa_metragem,english,USA,53000000.0,45207112.0,PG-13,Crime
905,7,longa_metragem,english,USA,53000000.0,62563543.0,R,Biography
906,7,longa_metragem,english,USA,90000000.0,33574332.0,R,Drama
907,7,longa_metragem,english,USA,50000000.0,73343413.0,R,Crime
908,7,longa_metragem,english,USA,53000000.0,25031037.0,R,Action
909,5,longa_metragem,english,USA,55000000.0,22843047.0,R,Drama
910,5,longa_metragem,english,USA,55000000.0,5755286.0,PG-13,Drama
911,8,longa_metragem,english,USA,52000000.0,164435221.0,PG-13,Biography
912,7,longa_metragem,english,USA,40000000.0,95720716.0,R,Drama
913,5,longa_metragem,english,USA,52000000.0,118683135.0,PG-13,Comedy
914,6,longa_metragem,english,USA,52000000.0,143704210.0,PG-13,Comedy
915,5,longa_metragem,english,USA,52000000.0,110476776.0,PG-13,Comedy
916,5,longa_metragem,english,USA,50000000.0,80270227.0,PG-13,Action
917,7,longa_metragem,english,USA,52000000.0,36385763.0,R,Drama
918,6,longa_metragem,english,USA,52000000.0,37035845.0,R,Comedy
920,8,longa_metragem,english,USA,52000000.0,42438300.0,R,Biography
922,5,longa_metragem,english,USA,52000000.0,23020488.0,PG-13,Action
923,6,longa_metragem,english,USA,51000000.0,90567722.0,R,Comedy
926,4,longa_metragem,english,USA,50000000.0,296623634.0,PG-13,Adventure
927,7,longa_metragem,english,USA,60000000.0,267652016.0,PG,Adventure
928,7,longa_metragem,english,USA,50200000.0,62453315.0,PG-13,Romance
929,6,longa_metragem,english,USA,48000000.0,165500000.0,PG-13,Action
930,7,longa_metragem,english,USA,50000000.0,153620822.0,R,Comedy
931,7,longa_metragem,english,USA,50000000.0,218628680.0,R,Comedy
932,7,longa_metragem,english,USA,50000000.0,147637474.0,PG-13,Comedy
933,6,longa_metragem,english,USA,50000000.0,135014968.0,PG-13,Biography
934,6,longa_metragem,english,USA,50000000.0,2175312.0,PG-13,Comedy
935,5,longa_metragem,english,USA,50000000.0,126203320.0,PG-13,Comedy
936,7,longa_metragem,english,USA,50000000.0,126975169.0,PG-13,Mystery
937,7,longa_metragem,english,USA,52000000.0,125548685.0,R,Biography
938,6,longa_metragem,english,USA,50000000.0,105807520.0,PG-13,Comedy
939,7,longa_metragem,english,USA,50000000.0,191616238.0,R,Action
940,7,longa_metragem,english,USA,60000000.0,105264608.0,R,Drama
941,6,longa_metragem,english,USA,70000000.0,97680195.0,PG-13,Comedy
942,6,longa_metragem,english,USA,50000000.0,126088877.0,PG-13,Action
943,6,longa_metragem,english,USA,50000000.0,91030827.0,PG-13,Comedy
944,6,longa_metragem,english,USA,50000000.0,150315155.0,PG-13,Comedy
945,6,longa_metragem,english,USA,50000000.0,127997349.0,PG,Adventure
946,7,longa_metragem,english,USA,45000000.0,88504640.0,R,Crime
947,7,longa_metragem,english,USA,50000000.0,81517441.0,R,Action
948,5,longa_metragem,english,USA,50000000.0,81022333.0,PG-13,Action
950,6,longa_metragem,english,USA,50000000.0,79948113.0,PG-13,Drama
951,5,longa_metragem,english,USA,50000000.0,88658172.0,PG-13,Comedy
953,7,longa_metragem,english,USA,50000000.0,84244877.0,PG-13,Comedy
954,5,longa_metragem,english,USA,35000000.0,75367693.0,PG,Animation
955,5,longa_metragem,english,USA,60000000.0,73701902.0,PG,Comedy
956,7,longa_metragem,english,USA,50000000.0,75605492.0,PG-13,Biography
957,6,longa_metragem,english,USA,50000000.0,67823573.0,R,Action
959,5,longa_metragem,english,USA,65000000.0,67128202.0,PG,Action
960,8,longa_metragem,english,USA,54000000.0,70496802.0,R,Action
961,6,longa_metragem,english,USA,50000000.0,60470220.0,PG-13,Action
963,6,longa_metragem,english,USA,50000000.0,58336565.0,G,Adventure
964,4,longa_metragem,english,USA,50000000.0,66002004.0,G,Adventure
965,6,longa_metragem,english,USA,50000000.0,54997476.0,R,Crime
967,6,longa_metragem,english,USA,50000000.0,52752475.0,R,Drama
968,6,longa_metragem,english,USA,60000000.0,55092830.0,PG-13,Action
969,7,longa_metragem,english,USA,50000000.0,50815288.0,R,Drama
970,7,longa_metragem,english,USA,50000000.0,52822418.0,R,Action
971,7,longa_metragem,english,USA,50000000.0,50150619.0,PG,Adventure
972,5,longa_metragem,english,USA,50000000.0,48745150.0,PG-13,Crime
973,6,longa_metragem,english,USA,50000000.0,50007168.0,R,Action
974,5,longa_metragem,english,USA,50000000.0,48154732.0,R,Action
975,7,longa_metragem,english,USA,50000000.0,48265581.0,R,Drama
977,6,longa_metragem,english,USA,50000000.0,44737059.0,PG-13,Comedy
978,6,longa_metragem,english,USA,50000000.0,56724080.0,R,Comedy
980,5,longa_metragem,english,USA,50000000.0,47553512.0,PG-13,Action
981,5,longa_metragem,english,USA,55000000.0,42610000.0,R,Action
982,6,longa_metragem,english,USA,50000000.0,41482207.0,PG-13,Comedy
983,7,longa_metragem,english,USA,50000000.0,47105085.0,R,Crime
984,5,longa_metragem,english,USA,50000000.0,41256277.0,R,Action
987,6,longa_metragem,english,USA,50000000.0,40905277.0,R,Crime
988,4,longa_metragem,english,USA,50000000.0,38590500.0,R,Action
989,3,longa_metragem,english,USA,50000000.0,39177541.0,PG,Action
990,6,longa_metragem,english,USA,50000000.0,39778599.0,R,Adventure
991,6,longa_metragem,english,USA,50000000.0,37486138.0,PG-13,Comedy
992,6,longa_metragem,english,USA,40000000.0,38105077.0,R,Action
993,6,longa_metragem,english,USA,50000000.0,35168395.0,PG-13,Drama
995,4,longa_metragem,english,USA,40000000.0,32800000.0,R,Comedy
996,4,longa_metragem,english,USA,50000000.0,33643461.0,PG,Comedy
997,6,longa_metragem,english,USA,50000000.0,32741596.0,PG-13,Drama
998,6,longa_metragem,english,USA,50000000.0,31874869.0,R,Crime
1001,5,longa_metragem,english,USA,50000000.0,27067160.0,R,Comedy
1002,5,longa_metragem,english,USA,40000000.0,26616999.0,PG-13,Action
1004,6,longa_metragem,english,USA,50000000.0,26199517.0,R,Action
1005,6,longa_metragem,english,USA,50000000.0,25450527.0,R,Action
1006,5,longa_metragem,english,USA,50000000.0,25407250.0,R,Action
1008,8,longa_metragem,english,USA,70000000.0,23159305.0,PG,Action
1009,7,longa_metragem,english,USA,50000000.0,24006726.0,R,Adventure
1010,6,longa_metragem,english,USA,50000000.0,20389967.0,R,Action
1011,7,longa_metragem,english,USA,50000000.0,19593740.0,R,Crime
1012,5,longa_metragem,english,USA,40000000.0,19118247.0,PG-13,Action
1013,6,longa_metragem,english,USA,50000000.0,26442251.0,R,Action
1014,7,longa_metragem,english,USA,25000000.0,17114882.0,R,Crime
1015,5,longa_metragem,english,USA,50000000.0,18472363.0,PG-13,Action
1017,5,longa_metragem,english,USA,49900000.0,21557240.0,R,Adventure
1018,6,longa_metragem,english,USA,55000000.0,21283440.0,PG-13,Drama
1019,6,longa_metragem,english,USA,50000000.0,10556196.0,PG-13,Crime
1020,5,longa_metragem,english,USA,50000000.0,16671505.0,PG,Adventure
1021,5,longa_metragem,english,USA,50000000.0,10400000.0,R,Drama
1022,6,longa_metragem,english,USA,22000000.0,9528092.0,PG-13,Biography
1025,5,longa_metragem,english,USA,50000000.0,9795017.0,R,Crime
1026,5,longa_metragem,english,USA,50000000.0,20488579.0,R,Action
1027,6,longa_metragem,english,USA,60000000.0,19445217.0,PG-13,Drama
1029,4,longa_metragem,english,USA,50000000.0,28837115.0,PG-13,Comedy
1030,4,longa_metragem,english,USA,50000000.0,6471394.0,PG-13,Comedy
1031,5,longa_metragem,english,USA,50000000.0,6291602.0,R,Comedy
1032,5,longa_metragem,english,USA,50000000.0,10706786.0,R,Action
1034,5,longa_metragem,english,USA,49000000.0,43905746.0,PG-13,Action
1036,6,longa_metragem,english,USA,40000000.0,21413502.0,R,Action
1038,7,longa_metragem,english,USA,48000000.0,124107476.0,R,Crime
1039,8,longa_metragem,english,USA,48000000.0,197171806.0,PG-13,Action
1041,6,longa_metragem,english,USA,49000000.0,31569268.0,R,Action
1042,6,longa_metragem,english,USA,48000000.0,66488090.0,R,Crime
1043,6,longa_metragem,english,USA,48000000.0,95308367.0,R,Crime
1045,7,longa_metragem,english,USA,48000000.0,60652036.0,R,Action
1048,7,longa_metragem,english,USA,48000000.0,50173190.0,PG-13,Drama
1049,6,longa_metragem,english,USA,48000000.0,47095453.0,PG-13,Comedy
1050,6,longa_metragem,english,USA,48000000.0,37879996.0,PG-13,Comedy
1051,6,longa_metragem,english,USA,58000000.0,25900000.0,R,Crime
1052,7,longa_metragem,english,USA,55000000.0,53574088.0,R,Adventure
1054,7,longa_metragem,english,USA,48000000.0,37339525.0,R,Crime
1055,6,longa_metragem,english,USA,47000000.0,60154431.0,PG-13,Comedy
1057,6,longa_metragem,english,USA,100000000.0,103738726.0,PG,Action
1058,6,longa_metragem,english,USA,48000000.0,69304264.0,R,Crime
1059,6,longa_metragem,english,USA,48000000.0,29781453.0,PG-13,Biography
1062,4,longa_metragem,english,USA,47000000.0,15519841.0,PG,Adventure
1063,5,longa_metragem,english,USA,47000000.0,5600000.0,R,Drama
1064,6,longa_metragem,english,USA,46000000.0,126805112.0,PG-13,Comedy
1065,5,longa_metragem,english,USA,48000000.0,93607673.0,PG-13,Comedy
1066,7,longa_metragem,english,USA,46000000.0,67263182.0,R,Drama
1067,7,longa_metragem,english,USA,45000000.0,92001027.0,PG-13,Action
1068,4,longa_metragem,english,USA,47000000.0,10539414.0,PG-13,Action
1069,6,longa_metragem,english,USA,46000000.0,58918501.0,R,Action
1070,6,longa_metragem,english,USA,45000000.0,181395380.0,PG-13,Comedy
1073,4,longa_metragem,english,USA,45000000.0,130512915.0,PG,Comedy
1075,5,longa_metragem,english,USA,48000000.0,110000082.0,PG-13,Comedy
1076,6,longa_metragem,english,USA,45000000.0,106807667.0,PG-13,Action
1077,5,longa_metragem,english,USA,45000000.0,101702060.0,PG,Action
1078,5,longa_metragem,english,USA,40000000.0,95149435.0,G,Comedy
1079,6,longa_metragem,english,USA,45000000.0,100768056.0,PG-13,Crime
1080,6,longa_metragem,english,USA,45000000.0,92115211.0,PG-13,Crime
1081,7,longa_metragem,english,USA,45000000.0,93452056.0,PG-13,Adventure
1082,6,longa_metragem,english,USA,45000000.0,83287363.0,R,Action
1084,8,longa_metragem,english,USA,46000000.0,60962878.0,R,Crime
1085,7,longa_metragem,english,USA,45000000.0,76261036.0,R,Crime
1086,7,longa_metragem,english,USA,45000000.0,71423726.0,PG,Adventure
1087,5,longa_metragem,english,USA,45000000.0,71277420.0,R,Comedy
1088,7,longa_metragem,english,USA,45000000.0,88625922.0,PG,Adventure
1089,7,longa_metragem,english,USA,45000000.0,70001065.0,R,Action
1090,7,longa_metragem,english,USA,30000000.0,67253092.0,PG-13,Drama
1091,6,longa_metragem,english,USA,45000000.0,66790248.0,R,Drama
1092,4,longa_metragem,english,USA,45000000.0,65557989.0,PG-13,Action
1093,5,longa_metragem,english,USA,45000000.0,60786269.0,PG-13,Comedy
1095,7,longa_metragem,english,USA,120000000.0,162792677.0,G,Adventure
1096,6,longa_metragem,english,USA,35000000.0,31598308.0,R,Horror
1098,6,longa_metragem,english,USA,45000000.0,53854588.0,R,Comedy
1100,5,longa_metragem,english,USA,45000000.0,52580895.0,PG,Comedy
1101,6,longa_metragem,english,USA,50000000.0,51019112.0,PG,Adventure
1102,4,longa_metragem,english,USA,26000000.0,48114556.0,PG,Comedy
1104,6,longa_metragem,english,USA,40000000.0,46280507.0,PG-13,Comedy
1105,6,longa_metragem,english,USA,45000000.0,38360195.0,PG-13,Adventure
1106,6,longa_metragem,english,USA,45000000.0,46815748.0,PG-13,Action
1107,5,longa_metragem,english,USA,45000000.0,35617599.0,PG,Drama
1108,6,longa_metragem,english,USA,45000000.0,47307550.0,R,Crime
1109,6,longa_metragem,english,USA,25000000.0,32003620.0,PG-13,Action
1111,5,longa_metragem,english,USA,50000000.0,28133159.0,PG,Adventure
1112,6,longa_metragem,english,USA,40000000.0,27400000.0,PG-13,Action
1113,7,longa_metragem,english,USA,45000000.0,24343673.0,PG-13,Drama
1114,7,longa_metragem,english,USA,35000000.0,22877808.0,R,Drama
1117,5,longa_metragem,english,USA,45000000.0,20400913.0,R,Action
1118,6,longa_metragem,english,USA,45000000.0,20101861.0,PG-13,Comedy
1119,5,longa_metragem,english,USA,45000000.0,25200412.0,PG,Adventure
1120,6,longa_metragem,english,USA,45000000.0,19719930.0,R,Crime
1121,6,longa_metragem,english,USA,45000000.0,19377727.0,PG-13,Comedy
1124,5,longa_metragem,english,USA,57000000.0,15527125.0,PG-13,Drama
1125,7,longa_metragem,english,USA,50000000.0,13560960.0,R,Biography
1127,6,longa_metragem,english,USA,45000000.0,11146409.0,R,Action
1128,6,longa_metragem,english,USA,45000000.0,7916887.0,R,Action
1130,5,longa_metragem,english,USA,40000000.0,15279680.0,R,Action
1131,6,longa_metragem,english,USA,40000000.0,7262288.0,PG-13,Comedy
1132,6,longa_metragem,english,USA,45000000.0,4584886.0,R,Drama
1134,4,longa_metragem,english,USA,45000000.0,2154540.0,R,Action
1135,6,longa_metragem,english,USA,45000000.0,8129455.0,PG,Action
1137,7,longa_metragem,english,USA,44500000.0,136019448.0,R,Biography
1138,7,longa_metragem,english,USA,44000000.0,183875760.0,PG-13,Action
1139,5,longa_metragem,english,USA,40000000.0,67061228.0,PG-13,Action
1140,7,longa_metragem,english,USA,44000000.0,53300852.0,R,Crime
1141,6,longa_metragem,english,USA,44000000.0,150415432.0,R,Action
1142,5,longa_metragem,english,USA,44000000.0,44834712.0,R,Drama
1143,7,longa_metragem,english,USA,2600000.0,84300000.0,R,Animation
1144,6,longa_metragem,english,USA,44000000.0,1500000.0,R,Adventure
1145,6,longa_metragem,english,USA,50000000.0,62318875.0,R,Action
1146,6,longa_metragem,english,USA,40000000.0,5773519.0,PG-13,Drama
1147,7,longa_metragem,english,USA,43000000.0,51768623.0,PG-13,Drama
1148,6,longa_metragem,english,USA,43000000.0,37035515.0,PG-13,Comedy
1150,5,longa_metragem,english,USA,43000000.0,24430272.0,R,Comedy
1151,6,longa_metragem,english,USA,42000000.0,158348400.0,R,Drama
1152,6,longa_metragem,english,USA,44000000.0,31136950.0,PG-13,Drama
1153,6,longa_metragem,english,USA,40000000.0,29113588.0,R,Action
1154,7,longa_metragem,english,USA,42000000.0,138447667.0,R,Action
1157,5,longa_metragem,english,USA,42000000.0,87856565.0,PG-13,Comedy
1158,5,longa_metragem,english,USA,40000000.0,70100000.0,R,Comedy
1159,6,longa_metragem,english,USA,43000000.0,159578352.0,R,Action
1161,6,longa_metragem,english,USA,42000000.0,45290318.0,PG,Action
1162,6,longa_metragem,english,USA,42000000.0,41543207.0,PG-13,Crime
1163,6,longa_metragem,english,USA,42000000.0,41252428.0,PG-13,Comedy
1164,6,longa_metragem,english,USA,32000000.0,35228696.0,PG-13,Drama
1165,5,longa_metragem,english,USA,42000000.0,59992760.0,R,Comedy
1167,5,longa_metragem,english,USA,42000000.0,37652565.0,PG-13,Fantasy
1168,6,longa_metragem,english,USA,42000000.0,24375436.0,R,Action
1170,7,longa_metragem,english,USA,50000000.0,24127895.0,R,Crime
1172,5,longa_metragem,english,USA,40000000.0,26404753.0,PG-13,Action
1173,6,longa_metragem,english,USA,44000000.0,6105175.0,R,Comedy
1177,7,longa_metragem,english,USA,41000000.0,116724075.0,R,Drama
1179,6,longa_metragem,english,USA,65000000.0,56083966.0,PG-13,Action
1181,8,longa_metragem,english,USA,40000000.0,293501675.0,PG-13,Drama
1182,6,longa_metragem,english,USA,42000000.0,18600911.0,PG-13,Action
1183,6,longa_metragem,english,USA,41000000.0,7204138.0,PG,Comedy
1184,7,longa_metragem,english,USA,8000000.0,90800000.0,PG,Action
1185,7,longa_metragem,english,USA,40000000.0,150117807.0,R,Crime
1186,6,longa_metragem,english,USA,40000000.0,163947053.0,PG-13,Comedy
1187,6,longa_metragem,english,USA,70000000.0,116735231.0,R,Crime
1188,7,longa_metragem,english,USA,40000000.0,118500000.0,PG,Adventure
1190,4,longa_metragem,english,USA,40000000.0,166147885.0,R,Drama
1191,4,longa_metragem,english,USA,38000000.0,111760631.0,PG,Action
1192,7,longa_metragem,english,USA,40000000.0,108706165.0,R,Crime
1193,5,longa_metragem,english,USA,40000000.0,138614544.0,PG,Comedy
1194,7,longa_metragem,english,USA,40000000.0,125069696.0,R,Action
1195,7,longa_metragem,english,USA,40000000.0,107458785.0,PG,Comedy
1196,7,longa_metragem,english,USA,40000000.0,102310175.0,R,Horror
1197,7,longa_metragem,english,USA,40000000.0,96917897.0,PG-13,Biography
1198,6,longa_metragem,english,USA,40000000.0,93952276.0,PG-13,Comedy
1199,5,longa_metragem,english,USA,45000000.0,90703745.0,PG-13,Comedy
1200,5,longa_metragem,english,USA,40000000.0,89138076.0,R,Horror
1201,7,longa_metragem,english,USA,40000000.0,87666629.0,PG,Adventure
1202,6,longa_metragem,english,USA,40000000.0,90353764.0,R,Comedy
1203,7,longa_metragem,english,USA,40000000.0,82522790.0,R,Fantasy
1204,7,longa_metragem,english,USA,40000000.0,94125426.0,PG-13,Biography
1205,7,longa_metragem,english,USA,40000000.0,95001343.0,PG-13,Biography
1206,7,longa_metragem,english,USA,40000000.0,81292135.0,R,Crime
1207,5,longa_metragem,english,USA,35000000.0,86208010.0,PG-13,Comedy
1208,7,longa_metragem,english,USA,40000000.0,81593527.0,PG,Adventure
1209,7,longa_metragem,english,USA,35000000.0,75274748.0,PG-13,Comedy
1210,5,longa_metragem,english,USA,40000000.0,90835030.0,PG-13,Action
1211,7,longa_metragem,english,USA,40000000.0,72455275.0,R,Action
1212,7,longa_metragem,english,USA,40000000.0,75305995.0,PG-13,Biography
1213,8,longa_metragem,english,USA,40000000.0,74098862.0,R,Crime
1214,6,longa_metragem,english,USA,40000000.0,72266306.0,PG-13,Crime
1215,7,longa_metragem,english,USA,40000000.0,71347010.0,R,Comedy
1216,5,longa_metragem,english,USA,40000000.0,70836296.0,PG-13,Comedy
1218,4,longa_metragem,english,USA,40000000.0,70163652.0,PG-13,Comedy
1219,6,longa_metragem,english,USA,34000000.0,66808615.0,R,Adventure
1221,6,longa_metragem,english,USA,20000000.0,64149837.0,PG-13,Comedy
1222,6,longa_metragem,english,USA,40000000.0,83906114.0,PG-13,Comedy
1223,5,longa_metragem,english,USA,40000000.0,66466372.0,R,Horror
1224,7,longa_metragem,english,USA,40000000.0,72306065.0,PG-13,Drama
1225,6,longa_metragem,english,USA,40000000.0,59068786.0,PG-13,Action
1227,6,longa_metragem,english,USA,50000000.0,57887882.0,PG-13,Comedy
1228,6,longa_metragem,english,USA,40000000.0,53955614.0,PG-13,Action
1229,5,longa_metragem,english,USA,40000000.0,54967359.0,R,Action
1231,7,longa_metragem,english,USA,40000000.0,57981889.0,R,Crime
1233,8,longa_metragem,english,USA,40000000.0,53082743.0,PG-13,Drama
1234,6,longa_metragem,english,USA,42000000.0,54414716.0,R,Comedy
1235,5,longa_metragem,english,USA,40000000.0,57011847.0,PG,Adventure
1236,7,longa_metragem,other,USA,40000000.0,50859889.0,R,Action
1238,6,longa_metragem,english,USA,40000000.0,52000688.0,R,Action
1239,5,longa_metragem,english,USA,40000000.0,49851591.0,PG,Comedy
1240,6,longa_metragem,english,USA,40000000.0,47781388.0,PG-13,Mystery
1241,6,longa_metragem,english,USA,40000000.0,52320979.0,PG,Drama
1242,6,longa_metragem,english,USA,43000000.0,47806295.0,PG-13,Horror
1243,6,longa_metragem,english,USA,25000000.0,51853450.0,PG,Comedy
1244,5,longa_metragem,english,USA,40000000.0,46012734.0,PG-13,Comedy
1245,6,longa_metragem,english,USA,40000000.0,47034272.0,R,Biography
1246,7,longa_metragem,english,USA,40000000.0,45856732.0,PG-13,Crime
1247,5,longa_metragem,english,USA,40000000.0,59588068.0,R,Horror
1248,7,longa_metragem,english,USA,36000000.0,44175394.0,R,Drama
1249,6,longa_metragem,english,USA,40000000.0,45500797.0,PG-13,Adventure
1250,4,longa_metragem,english,USA,40000000.0,41797066.0,R,Action
1251,5,longa_metragem,english,USA,40000000.0,38087756.0,PG,Comedy
1252,5,longa_metragem,english,USA,40000000.0,37752931.0,PG-13,Drama
1254,7,longa_metragem,english,USA,40000000.0,37371385.0,R,Adventure
1255,5,longa_metragem,english,USA,40000000.0,37101011.0,PG-13,Comedy
1256,6,longa_metragem,english,USA,40000000.0,38176892.0,R,Horror
1258,7,longa_metragem,english,USA,38000000.0,35183792.0,R,Biography
1259,5,longa_metragem,english,USA,40000000.0,38543473.0,R,Comedy
1261,5,longa_metragem,english,USA,40000000.0,42575718.0,R,Horror
1263,7,longa_metragem,english,USA,40000000.0,33508922.0,PG-13,Drama
1264,6,longa_metragem,english,USA,30000000.0,42071069.0,PG-13,Comedy
1266,5,longa_metragem,english,USA,40000000.0,32853640.0,PG-13,Comedy
1267,6,longa_metragem,english,USA,40000000.0,42615685.0,R,Comedy
1268,6,longa_metragem,english,USA,25000000.0,32055248.0,PG-13,Action
1269,6,longa_metragem,english,USA,40000000.0,31836745.0,PG-13,Adventure
1270,6,longa_metragem,english,USA,40000000.0,30993544.0,PG-13,Comedy
1271,5,longa_metragem,english,USA,40000000.0,30981850.0,R,Biography
1272,5,longa_metragem,english,USA,40000000.0,30199105.0,R,Action
1273,7,longa_metragem,english,USA,40000000.0,29077547.0,PG-13,Drama
1274,5,longa_metragem,english,USA,40000000.0,29374178.0,R,Crime
1275,5,longa_metragem,english,USA,40000000.0,28535768.0,PG-13,Comedy
1276,4,longa_metragem,english,USA,40000000.0,27663982.0,PG-13,Horror
1279,6,longa_metragem,english,USA,40000000.0,25178165.0,PG-13,Drama
1280,5,longa_metragem,english,USA,40000000.0,25117498.0,R,Horror
1281,7,longa_metragem,english,USA,500000.0,32645.0,R,Crime
1282,6,longa_metragem,english,USA,40000000.0,24332324.0,PG-13,Comedy
1284,6,longa_metragem,english,USA,40000000.0,22717758.0,G,Adventure
1285,6,longa_metragem,english,USA,60000000.0,22433915.0,R,Crime
1286,5,longa_metragem,english,USA,60000000.0,22326247.0,PG-13,Drama
1287,4,longa_metragem,english,USA,40000000.0,21176322.0,PG-13,Action
1288,6,longa_metragem,english,USA,40000000.0,20300000.0,R,Drama
