,trt_imdb_score,trt_duration,trt_language,country,budget,gross,trt_content_rating,trt_genre
1798,5,longa_metragem,english,USA,35000000.0,42168445.0,PG-13,Comedy
1801,6,longa_metragem,english,USA,27500000.0,9664316.0,R,Drama
1803,7,longa_metragem,english,USA,30000000.0,74888996.0,PG,Action
1804,6,longa_metragem,english,USA,27000000.0,69586544.0,PG-13,Drama
1806,6,longa_metragem,english,USA,27000000.0,60491560.0,R,Crime
1807,7,longa_metragem,english,USA,27000000.0,54200000.0,R,Action
1809,5,longa_metragem,english,USA,25000000.0,30920167.0,PG-13,Comedy
1811,5,longa_metragem,english,USA,27000000.0,31768374.0,R,Action
1813,7,longa_metragem,english,USA,27000000.0,21500000.0,PG,Adventure
1820,6,longa_metragem,english,USA,27000000.0,10297897.0,PG-13,Action
1821,6,longa_metragem,english,USA,27000000.0,13248477.0,R,Horror
1822,5,longa_metragem,english,USA,27000000.0,8712564.0,R,Crime
1823,6,longa_metragem,english,USA,27000000.0,7486906.0,PG,Comedy
1824,3,longa_metragem,english,USA,27000000.0,38536376.0,PG,Action
1825,6,longa_metragem,english,USA,27000000.0,41008532.0,R,Crime
1827,6,longa_metragem,english,USA,15000000.0,4485485.0,R,Comedy
1828,6,longa_metragem,english,USA,27000000.0,4476235.0,R,Crime
1829,5,longa_metragem,english,USA,25000000.0,1089365.0,R,Comedy
1832,5,longa_metragem,english,USA,26000000.0,20819129.0,PG,Action
1833,6,longa_metragem,english,USA,26000000.0,110222438.0,PG,Comedy
1834,7,longa_metragem,english,USA,26000000.0,109243478.0,R,Comedy
1835,7,longa_metragem,english,USA,25000000.0,100241322.0,R,Comedy
1836,6,longa_metragem,english,USA,28000000.0,25977365.0,R,Crime
1837,6,longa_metragem,english,USA,26000000.0,91457688.0,PG-13,Action
1838,7,longa_metragem,english,USA,27000000.0,87341380.0,R,Action
1839,7,longa_metragem,english,USA,26000000.0,65703412.0,PG-13,Comedy
1840,7,longa_metragem,english,USA,22000000.0,58328680.0,R,Drama
1841,6,longa_metragem,english,USA,26000000.0,61490000.0,R,Drama
1843,7,longa_metragem,english,USA,26000000.0,50800000.0,PG,Drama
1844,6,longa_metragem,english,USA,26000000.0,57859105.0,PG-13,Mystery
1845,6,longa_metragem,english,USA,26000000.0,46455802.0,R,Horror
1847,5,longa_metragem,english,USA,26000000.0,40168080.0,R,Action
1848,6,longa_metragem,english,USA,26000000.0,49874933.0,R,Comedy
1849,6,longa_metragem,english,USA,26000000.0,45489752.0,PG-13,Comedy
1850,5,longa_metragem,english,USA,26000000.0,36985501.0,PG,Action
1851,7,longa_metragem,english,USA,26000000.0,33200000.0,PG-13,Action
1852,7,longa_metragem,english,USA,26000000.0,28501651.0,R,Drama
1853,4,longa_metragem,english,USA,26000000.0,23222861.0,PG,Action
1854,5,longa_metragem,english,USA,56000000.0,54540525.0,PG-13,Comedy
1856,6,longa_metragem,english,USA,26000000.0,16005978.0,R,Crime
1857,5,longa_metragem,english,USA,26000000.0,14469428.0,PG-13,Comedy
1859,6,longa_metragem,english,USA,22000000.0,1075288.0,R,Crime
1861,6,longa_metragem,english,USA,26000000.0,7496522.0,PG-13,Comedy
1863,5,longa_metragem,english,USA,25530000.0,20047715.0,PG,Adventure
1864,6,longa_metragem,english,USA,26000000.0,12276810.0,PG-13,Action
1866,7,longa_metragem,other,USA,30000000.0,499263.0,R,Drama
1867,6,longa_metragem,english,USA,25000000.0,219200000.0,PG-13,Comedy
1868,8,longa_metragem,english,USA,25000000.0,172825435.0,R,Drama
1869,8,longa_metragem,english,USA,33000000.0,148085755.0,R,Drama
1870,6,longa_metragem,english,USA,25100000.0,25517500.0,PG-13,Biography
1872,6,longa_metragem,english,USA,26000000.0,26761283.0,PG-13,Drama
1873,6,longa_metragem,english,USA,25000000.0,121945720.0,R,Action
1874,8,longa_metragem,english,USA,22000000.0,96067179.0,R,Biography
1875,8,longa_metragem,english,USA,25000000.0,169705587.0,PG-13,Drama
1876,6,longa_metragem,english,USA,28000000.0,3254172.0,R,Biography
1877,4,longa_metragem,english,USA,80000000.0,84185387.0,PG,Adventure
1879,5,longa_metragem,english,USA,30000000.0,82163317.0,R,Action
1881,6,longa_metragem,english,USA,30000000.0,80920948.0,G,Action
1882,7,longa_metragem,english,USA,25000000.0,80034302.0,PG-13,Action
1883,6,longa_metragem,english,USA,25000000.0,78656813.0,PG,Action
1884,7,longa_metragem,english,USA,25000000.0,76270454.0,R,Crime
1885,8,longa_metragem,english,USA,25000000.0,74273505.0,R,Crime
1886,6,longa_metragem,english,USA,25000000.0,134141530.0,PG-13,Action
1889,4,longa_metragem,english,USA,45000000.0,89808372.0,PG-13,Comedy
1890,6,longa_metragem,english,USA,25000000.0,77264926.0,PG,Comedy
1891,6,longa_metragem,english,USA,25000000.0,70625986.0,R,Comedy
1892,7,longa_metragem,english,USA,25000000.0,56505065.0,R,Action
1893,6,longa_metragem,english,USA,25000000.0,55973336.0,R,Action
1896,6,longa_metragem,english,USA,25000000.0,60443237.0,PG-13,Drama
1897,7,longa_metragem,english,USA,17000000.0,82234139.0,PG,Adventure
1898,7,longa_metragem,english,USA,25000000.0,51676606.0,PG,Biography
1899,4,longa_metragem,english,USA,25000000.0,52528330.0,PG-13,Comedy
1900,6,longa_metragem,english,USA,25000000.0,51533608.0,R,Action
1901,5,longa_metragem,english,USA,30000000.0,51097664.0,R,Drama
1902,7,longa_metragem,english,USA,26000000.0,84136909.0,PG-13,Comedy
1903,8,longa_metragem,english,USA,25000000.0,46836394.0,R,Biography
1904,5,longa_metragem,english,USA,26000000.0,47285499.0,PG,Action
1905,6,longa_metragem,english,USA,25000000.0,47124400.0,PG,Comedy
1906,8,longa_metragem,english,USA,25000000.0,44700000.0,R,Crime
1907,6,longa_metragem,english,USA,25000000.0,44455658.0,R,Action
1909,6,longa_metragem,english,USA,25000000.0,66489425.0,R,Action
1910,6,longa_metragem,english,USA,25000000.0,41067398.0,R,Action
1911,8,longa_metragem,english,USA,25000000.0,40218903.0,R,Drama
1912,5,longa_metragem,english,USA,25000000.0,39880476.0,PG,Adventure
1913,5,longa_metragem,english,USA,25000000.0,39399750.0,PG,Adventure
1914,5,longa_metragem,english,USA,25000000.0,38230435.0,PG-13,Action
1915,6,longa_metragem,english,USA,25000000.0,39008741.0,PG,Comedy
1917,5,longa_metragem,english,USA,25000000.0,48237389.0,PG-13,Comedy
1919,7,longa_metragem,english,USA,25000000.0,36447959.0,PG,Biography
1921,5,longa_metragem,english,USA,20000000.0,35990505.0,PG,Comedy
1922,5,longa_metragem,english,USA,17000000.0,35143332.0,R,Horror
1923,5,longa_metragem,english,USA,25000000.0,35000629.0,R,Comedy
1924,5,longa_metragem,english,USA,30000000.0,34604054.0,R,Action
1925,7,longa_metragem,english,USA,25000000.0,41597830.0,PG-13,Drama
1926,6,longa_metragem,english,USA,20000000.0,33687630.0,PG-13,Comedy
1928,4,longa_metragem,english,USA,25000000.0,31526393.0,PG-13,Action
1930,7,longa_metragem,english,USA,30000000.0,31655091.0,PG,Drama
1936,3,longa_metragem,english,USA,25000000.0,25615792.0,PG-13,Action
1937,9,longa_metragem,english,USA,25000000.0,28341469.0,R,Crime
1939,6,longa_metragem,english,USA,27000000.0,24944213.0,PG-13,Comedy
1940,6,longa_metragem,english,USA,25000000.0,33631221.0,R,Crime
1941,7,longa_metragem,english,USA,25000000.0,37738400.0,R,Drama
1943,6,longa_metragem,english,USA,30000000.0,21835784.0,PG-13,Comedy
1945,6,longa_metragem,english,USA,25000000.0,21554585.0,R,Drama
1946,6,longa_metragem,english,USA,25000000.0,22200000.0,PG-13,Comedy
1948,6,longa_metragem,english,USA,25000000.0,80014842.0,PG-13,Drama
1949,6,longa_metragem,english,USA,25000000.0,23527955.0,PG-13,Action
1950,5,longa_metragem,english,USA,25000000.0,24042490.0,R,Fantasy
1951,6,longa_metragem,english,USA,25000000.0,22466994.0,R,Action
1952,7,longa_metragem,english,USA,25000000.0,17791031.0,R,Comedy
1953,6,longa_metragem,english,USA,25000000.0,17718223.0,R,Comedy
1955,5,longa_metragem,english,USA,26000000.0,16647384.0,PG,Adventure
1956,5,longa_metragem,english,USA,25000000.0,16118077.0,R,Drama
1959,5,longa_metragem,english,USA,16000000.0,15045676.0,PG-13,Drama
1960,5,longa_metragem,english,USA,8000000.0,17427926.0,R,Horror
1961,4,longa_metragem,english,USA,25000000.0,14983572.0,PG-13,Comedy
1962,4,longa_metragem,english,USA,25000000.0,14637490.0,R,Horror
1963,6,longa_metragem,english,USA,25000000.0,14589444.0,R,Comedy
1964,5,longa_metragem,english,USA,25000000.0,14095303.0,R,Action
1965,5,longa_metragem,english,USA,25000000.0,13973532.0,PG-13,Comedy
1968,4,longa_metragem,english,USA,25000000.0,18860403.0,PG-13,Horror
1969,7,longa_metragem,english,USA,25000000.0,13038660.0,R,Drama
1970,6,longa_metragem,english,USA,25000000.0,28831145.0,R,Drama
1973,7,longa_metragem,english,USA,25000000.0,11538204.0,PG-13,Crime
1974,7,longa_metragem,english,USA,25000000.0,11008432.0,PG-13,Biography
1976,7,longa_metragem,english,USA,25000000.0,11100000.0,PG-13,Action
1978,8,longa_metragem,english,USA,25000000.0,13651662.0,PG-13,Drama
1980,7,longa_metragem,english,USA,25000000.0,10769960.0,PG,Drama
1981,6,longa_metragem,english,USA,25000000.0,10911750.0,R,Drama
1982,4,longa_metragem,english,USA,25000000.0,10719367.0,PG-13,Drama
1983,6,longa_metragem,english,USA,25000000.0,10114315.0,PG-13,Drama
1984,5,longa_metragem,english,USA,14000000.0,49122319.0,PG-13,Horror
1985,6,longa_metragem,english,USA,25000000.0,10070000.0,PG-13,Comedy
1986,5,longa_metragem,english,USA,25000000.0,10324441.0,R,Action
1987,6,longa_metragem,english,USA,25000000.0,7156933.0,R,Comedy
1988,5,longa_metragem,english,USA,17000000.0,9286314.0,R,Action
1989,7,longa_metragem,english,USA,25000000.0,56692.0,R,Adventure
1991,4,longa_metragem,english,USA,25000000.0,5654777.0,PG-13,Action
1992,4,longa_metragem,english,USA,25000000.0,5516708.0,R,Comedy
1995,5,longa_metragem,english,USA,25000000.0,4064333.0,R,Action
1996,4,longa_metragem,english,USA,15000000.0,4006906.0,PG-13,Comedy
1998,2,longa_metragem,english,USA,25000000.0,1550000.0,R,Action
2002,7,longa_metragem,english,USA,25000000.0,777423.0,PG-13,Biography
2005,6,longa_metragem,english,USA,20000000.0,1697956.0,R,Crime
2008,5,longa_metragem,english,USA,25000000.0,134904.0,R,Comedy
2011,5,longa_metragem,english,USA,25000000.0,16969390.0,R,Crime
2016,7,longa_metragem,english,USA,14000000.0,34700000.0,R,Drama
2018,7,longa_metragem,english,USA,25000000.0,109713132.0,PG,Adventure
2019,7,longa_metragem,english,USA,24000000.0,70269171.0,PG,Drama
2021,6,longa_metragem,english,USA,24000000.0,101334374.0,R,Horror
2022,5,longa_metragem,english,USA,25000000.0,1512815.0,R,Action
2023,5,longa_metragem,english,USA,24000000.0,65182182.0,PG-13,Comedy
2024,6,longa_metragem,english,USA,24000000.0,57262492.0,R,Comedy
2025,6,longa_metragem,english,USA,8200000.0,80000000.0,PG,Drama
2026,7,longa_metragem,english,USA,24000000.0,74608545.0,R,Comedy
2027,7,longa_metragem,english,USA,24000000.0,41895491.0,R,Comedy
2028,4,longa_metragem,english,USA,24000000.0,39989008.0,R,Horror
2029,6,longa_metragem,english,USA,24000000.0,32662299.0,PG,Comedy
2030,6,longa_metragem,english,USA,24000000.0,31452765.0,R,Comedy
2032,6,longa_metragem,english,USA,25000000.0,32416109.0,R,Comedy
2033,5,longa_metragem,english,USA,24000000.0,20218.0,PG-13,Action
2034,7,longa_metragem,english,USA,24000000.0,28871190.0,R,Biography
2035,5,longa_metragem,english,USA,24000000.0,16964743.0,PG-13,Comedy
2036,6,longa_metragem,english,USA,24000000.0,16290976.0,G,Adventure
2037,5,longa_metragem,english,USA,24000000.0,13000000.0,G,Adventure
2038,5,longa_metragem,english,USA,24000000.0,12372410.0,PG-13,Comedy
2039,5,longa_metragem,english,USA,24000000.0,8427204.0,R,Comedy
2040,4,longa_metragem,english,USA,24000000.0,9639242.0,PG-13,Comedy
2041,5,longa_metragem,english,USA,24000000.0,25003072.0,R,Comedy
2042,6,longa_metragem,english,USA,23000000.0,6144806.0,PG-13,Biography
2046,6,longa_metragem,english,USA,24000000.0,23225911.0,R,Action
2048,7,longa_metragem,english,USA,23600000.0,75590286.0,R,Adventure
2050,6,longa_metragem,english,USA,20000000.0,161487252.0,PG-13,Comedy
2051,8,longa_metragem,english,USA,18000000.0,290158751.0,PG,Action
2052,6,longa_metragem,english,USA,19000000.0,65807024.0,R,Action
2053,6,longa_metragem,english,USA,23000000.0,86930411.0,PG-13,Comedy
2054,6,longa_metragem,english,USA,23000000.0,53302314.0,R,Horror
2055,7,longa_metragem,english,USA,12500000.0,40962534.0,R,Drama
2056,7,longa_metragem,english,USA,23000000.0,39235088.0,R,Horror
2057,6,longa_metragem,english,USA,23000000.0,27338033.0,PG-13,Comedy
2058,8,longa_metragem,english,USA,23000000.0,25556065.0,R,Drama
2060,6,longa_metragem,english,USA,23000000.0,21973182.0,R,Mystery
2062,6,longa_metragem,english,USA,23000000.0,18653615.0,PG-13,Comedy
2064,5,longa_metragem,english,USA,23000000.0,13019253.0,PG-13,Comedy
2066,2,longa_metragem,english,USA,23000000.0,20763013.0,PG-13,Adventure
2067,6,longa_metragem,english,USA,23000000.0,12782508.0,PG-13,Drama
2068,5,longa_metragem,english,USA,23000000.0,11508423.0,PG,Biography
2070,6,longa_metragem,english,USA,23000000.0,7434726.0,R,Action
2076,6,longa_metragem,english,USA,23000000.0,16123851.0,PG-13,Drama
2078,6,longa_metragem,english,USA,25000000.0,71975611.0,PG-13,Fantasy
2079,7,longa_metragem,english,USA,22700000.0,38119483.0,PG,Adventure
2081,7,longa_metragem,english,USA,22000000.0,217631306.0,PG-13,Drama
2082,7,longa_metragem,english,USA,23000000.0,176483808.0,R,Comedy
2083,6,longa_metragem,english,USA,22000000.0,144833357.0,PG,Comedy
2084,7,longa_metragem,english,USA,20000000.0,75597042.0,G,Drama
2085,6,longa_metragem,english,USA,22000000.0,90636983.0,PG,Comedy
2086,7,longa_metragem,english,USA,35000000.0,70960517.0,PG-13,Drama
2087,4,longa_metragem,english,USA,22000000.0,55762229.0,PG-13,Comedy
2089,7,longa_metragem,english,USA,22000000.0,54235441.0,PG,Comedy
2090,5,longa_metragem,english,USA,22000000.0,50728000.0,PG-13,Action
2091,7,longa_metragem,english,USA,22000000.0,40270895.0,PG-13,Drama
2092,5,longa_metragem,english,USA,22000000.0,59696176.0,PG-13,Biography
2094,6,longa_metragem,english,USA,22000000.0,36020063.0,R,Drama
2095,6,longa_metragem,english,USA,21000000.0,33313582.0,R,Comedy
2097,4,longa_metragem,english,USA,22000000.0,22264487.0,R,Comedy
2098,6,longa_metragem,english,USA,26000000.0,30659817.0,PG-13,Comedy
2101,5,longa_metragem,english,USA,22000000.0,19351569.0,PG-13,Comedy
2102,6,longa_metragem,english,USA,22000000.0,49002815.0,PG,Comedy
2103,6,longa_metragem,english,USA,22000000.0,19283782.0,R,Crime
2104,6,longa_metragem,english,USA,22000000.0,30059386.0,R,Comedy
2106,5,longa_metragem,english,USA,30000000.0,17951431.0,PG-13,Crime
2109,6,longa_metragem,english,USA,22000000.0,19783777.0,R,Action
2111,6,longa_metragem,english,USA,22000000.0,12784713.0,R,Comedy
2112,3,longa_metragem,english,USA,23500000.0,10696210.0,PG-13,Action
2113,4,longa_metragem,english,USA,22000000.0,5974653.0,PG-13,Action
2114,6,longa_metragem,english,USA,25000000.0,5000000.0,G,Comedy
2115,3,longa_metragem,english,USA,22000000.0,9694105.0,PG,Comedy
2120,6,longa_metragem,english,USA,2000000.0,13746550.0,R,Action
2121,5,longa_metragem,english,USA,22000000.0,20668843.0,PG-13,Comedy
2124,5,longa_metragem,english,USA,22000000.0,1796024.0,R,Drama
2126,6,longa_metragem,english,USA,22000000.0,11326836.0,R,Crime
2127,7,longa_metragem,english,USA,25000000.0,49024969.0,R,Crime
2128,6,longa_metragem,english,USA,21500000.0,22294341.0,PG-13,Adventure
2129,7,longa_metragem,english,USA,21500000.0,24362501.0,R,Crime
2131,6,longa_metragem,english,USA,17000000.0,16684352.0,R,Comedy
2132,5,longa_metragem,english,USA,21000000.0,46700000.0,PG,Action
2133,7,longa_metragem,english,USA,21000000.0,52008288.0,R,Animation
2134,7,longa_metragem,english,USA,9000000.0,8579684.0,R,Comedy
2135,4,longa_metragem,english,USA,17000000.0,42660000.0,PG,Action
2136,6,longa_metragem,english,USA,21000000.0,40219708.0,PG-13,Drama
2137,7,longa_metragem,english,USA,21000000.0,132088910.0,R,Comedy
2141,6,longa_metragem,english,USA,20000000.0,24848292.0,PG-13,Action
2142,4,longa_metragem,english,USA,21000000.0,17757087.0,R,Horror
2144,7,longa_metragem,english,USA,17000000.0,9430988.0,R,Comedy
2145,6,longa_metragem,english,USA,21000000.0,16284360.0,PG-13,Comedy
2146,6,longa_metragem,english,USA,21000000.0,6830957.0,PG-13,Drama
2148,5,longa_metragem,english,USA,21000000.0,15593.0,PG-13,Comedy
2149,6,longa_metragem,english,USA,21000000.0,958319.0,PG-13,Drama
2150,5,longa_metragem,english,USA,35000000.0,69700000.0,R,Comedy
2152,8,longa_metragem,english,USA,18000000.0,242374454.0,PG,Action
2153,6,longa_metragem,english,USA,18000000.0,173585516.0,PG,Adventure
2154,7,longa_metragem,english,USA,19400870.0,128300000.0,PG,Drama
2155,4,longa_metragem,english,USA,20000000.0,20259297.0,PG-13,Drama
2156,6,longa_metragem,english,USA,28000000.0,153665036.0,R,Action
2157,5,longa_metragem,english,USA,33000000.0,132541238.0,PG-13,Comedy
2158,8,longa_metragem,english,USA,19000000.0,130727000.0,R,Crime
2159,7,longa_metragem,english,USA,20000000.0,121697350.0,PG-13,Comedy
2160,7,longa_metragem,english,USA,20000000.0,117224271.0,R,Action
2161,5,longa_metragem,english,USA,20000000.0,102922376.0,PG,Adventure
2162,3,longa_metragem,english,USA,20000000.0,94497271.0,PG,Adventure
2163,7,longa_metragem,english,USA,20000000.0,137387272.0,R,Horror
2164,4,longa_metragem,english,USA,32000000.0,82301521.0,PG,Adventure
2165,4,longa_metragem,english,USA,20000000.0,84518155.0,R,Comedy
2167,7,longa_metragem,english,USA,35000000.0,81257845.0,PG-13,Comedy
2168,5,longa_metragem,english,USA,18000000.0,70360285.0,PG-13,Action
2170,5,longa_metragem,english,USA,37000000.0,69148997.0,PG-13,Comedy
2171,7,longa_metragem,english,USA,20000000.0,82624961.0,R,Comedy
2172,7,longa_metragem,english,USA,20000000.0,67325559.0,PG,Adventure
2173,5,longa_metragem,english,USA,20000000.0,62933793.0,PG,Drama
2174,8,longa_metragem,english,USA,20000000.0,56667870.0,R,Biography
2175,5,longa_metragem,english,USA,20000000.0,56398162.0,PG-13,Comedy
2176,4,longa_metragem,english,USA,20000000.0,60072596.0,PG-13,Comedy
2177,7,longa_metragem,english,USA,20000000.0,56362352.0,PG-13,Fantasy
2179,4,longa_metragem,english,USA,20000000.0,65623128.0,PG-13,Comedy
2182,2,longa_metragem,english,USA,20000000.0,48546578.0,PG-13,Comedy
2183,5,longa_metragem,english,USA,20000000.0,48423368.0,G,Adventure
2185,5,longa_metragem,english,USA,20000000.0,47887943.0,G,Adventure
2186,4,longa_metragem,english,USA,20000000.0,46363118.0,PG-13,Drama
2187,5,longa_metragem,english,USA,20000000.0,47852604.0,PG-13,Drama
2188,6,longa_metragem,english,USA,30000000.0,45542421.0,G,Animation
2190,6,longa_metragem,english,USA,20000000.0,42652003.0,PG,Adventure
2192,2,longa_metragem,english,USA,20000000.0,39737645.0,PG-13,Adventure
2194,8,longa_metragem,english,USA,20000000.0,44988180.0,R,Biography
2195,6,longa_metragem,english,USA,22000000.0,39263506.0,PG-13,Crime
2196,5,longa_metragem,english,USA,20000000.0,39143839.0,PG-13,Horror
2197,5,longa_metragem,english,USA,20000000.0,37672350.0,R,Comedy
2198,6,longa_metragem,english,USA,20000000.0,38037513.0,PG,Adventure
2199,6,longa_metragem,english,USA,20000000.0,37442180.0,PG-13,Comedy
2201,6,longa_metragem,english,USA,20000000.0,35596227.0,R,Crime
2202,6,longa_metragem,english,USA,20000000.0,35422828.0,PG,Biography
2203,3,longa_metragem,english,USA,20000000.0,36658108.0,PG-13,Comedy
2205,6,longa_metragem,english,USA,19800000.0,34290142.0,R,Comedy
2206,7,longa_metragem,english,USA,20000000.0,33422556.0,PG-13,Drama
2207,7,longa_metragem,english,USA,30000000.0,32774834.0,R,Action
2208,4,longa_metragem,english,USA,11000000.0,34334256.0,R,Horror
2209,6,longa_metragem,english,USA,20000000.0,32051917.0,R,Crime
2210,3,longa_metragem,english,USA,20000000.0,32014289.0,PG-13,Comedy
2212,7,longa_metragem,english,USA,20000000.0,31838002.0,R,Biography
2213,6,longa_metragem,english,USA,20000000.0,36874745.0,PG-13,Action
2214,5,longa_metragem,english,USA,35000000.0,30079316.0,R,Horror
2215,6,longa_metragem,english,USA,19000000.0,35033759.0,R,Adventure
2216,6,longa_metragem,english,USA,20000000.0,29753944.0,R,Crime
2218,6,longa_metragem,english,USA,20000000.0,31146570.0,R,Drama
2221,6,longa_metragem,english,USA,20000000.0,53146000.0,R,Crime
2223,8,longa_metragem,english,USA,20000000.0,34126138.0,R,Drama
2224,5,longa_metragem,english,USA,20000000.0,25677801.0,PG,Comedy
2225,6,longa_metragem,english,USA,20000000.0,26415649.0,R,Action
2227,5,longa_metragem,english,USA,20000000.0,25584685.0,PG,Comedy
2229,6,longa_metragem,english,USA,20000000.0,31584722.0,R,Comedy
2231,5,longa_metragem,english,USA,9000000.0,23078294.0,PG-13,Horror
2233,5,longa_metragem,english,USA,20000000.0,25077977.0,PG,Adventure
2234,5,longa_metragem,english,USA,20000000.0,23292105.0,PG-13,Action
2236,4,longa_metragem,english,USA,40000000.0,20916309.0,PG,Comedy
2237,6,longa_metragem,english,USA,20000000.0,21200000.0,R,Comedy
2240,6,longa_metragem,english,USA,20000000.0,20241395.0,R,Action
2242,8,longa_metragem,english,USA,806947.0,32000000.0,R,Horror
2243,5,longa_metragem,english,USA,40000000.0,19151864.0,R,Comedy
2244,6,longa_metragem,english,USA,20000000.0,23393765.0,PG-13,Drama
2245,5,longa_metragem,english,USA,20000000.0,18882880.0,R,Comedy
2246,5,longa_metragem,english,USA,20000000.0,8500000.0,PG,Comedy
2248,6,longa_metragem,english,USA,30000000.0,18252684.0,PG,Comedy
2249,7,longa_metragem,english,USA,20000000.0,19661987.0,R,Drama
2250,8,longa_metragem,english,USA,15000000.0,18352454.0,R,Adventure
2251,5,longa_metragem,english,USA,20000000.0,17803796.0,PG-13,Comedy
2253,7,longa_metragem,english,USA,19000000.0,25753840.0,R,Crime
2254,6,media_metragem,english,USA,20000000.0,18081626.0,G,Animation
2255,6,longa_metragem,english,USA,20000000.0,17518220.0,PG-13,Comedy
2258,4,longa_metragem,english,USA,35000000.0,16988996.0,G,Comedy
2259,7,longa_metragem,other,USA,20000000.0,15797907.0,PG-13,Drama
2260,7,longa_metragem,english,USA,20000000.0,16248701.0,R,Drama
2261,5,longa_metragem,english,USA,20000000.0,15712072.0,PG-13,Action
2263,5,longa_metragem,english,USA,20000000.0,15408822.0,PG-13,Comedy
2264,5,longa_metragem,english,USA,20000000.0,15464026.0,PG-13,Comedy
2266,6,longa_metragem,english,USA,20000000.0,8000000.0,G,Biography
2268,1,longa_metragem,english,USA,25000000.0,14174654.0,PG-13,Comedy
2269,5,longa_metragem,english,USA,27000000.0,15988876.0,PG-13,Action
2270,6,longa_metragem,english,USA,20000000.0,13801755.0,PG,Action
2271,6,longa_metragem,english,USA,20000000.0,13987482.0,R,Comedy
2273,4,longa_metragem,english,USA,40000000.0,12181484.0,PG-13,Comedy
2274,6,longa_metragem,english,USA,20000000.0,13630226.0,R,Action
2275,7,longa_metragem,english,USA,20000000.0,13383737.0,R,Comedy
2276,6,longa_metragem,english,USA,20000000.0,13391174.0,PG,Biography
2278,6,longa_metragem,english,USA,22000000.0,12469811.0,R,Comedy
2279,6,longa_metragem,english,USA,20000000.0,12398628.0,R,Action
2280,6,longa_metragem,english,USA,20000000.0,13214030.0,PG-13,Comedy
2281,5,longa_metragem,english,USA,22000000.0,12232937.0,PG-13,Action
2283,4,longa_metragem,english,USA,20000000.0,11784000.0,PG,Action
2286,6,longa_metragem,english,USA,20000000.0,12626905.0,R,Action
2287,7,longa_metragem,english,USA,20000000.0,10569071.0,R,Comedy
2289,6,longa_metragem,english,USA,20000000.0,13650738.0,R,Comedy
2290,6,longa_metragem,english,USA,20000000.0,10555348.0,PG-13,Comedy
2291,6,longa_metragem,english,USA,20000000.0,9714482.0,R,Comedy
2293,6,longa_metragem,english,USA,20000000.0,9525276.0,R,Action
2294,7,longa_metragem,english,USA,21000000.0,8855646.0,PG-13,Adventure
2297,4,longa_metragem,english,USA,20000000.0,8104069.0,PG-13,Action
2298,6,longa_metragem,english,USA,20000000.0,8054280.0,PG-13,Comedy
2300,6,longa_metragem,english,USA,20000000.0,8093318.0,R,Comedy
2301,2,longa_metragem,english,USA,20000000.0,7382993.0,G,Adventure
2302,5,longa_metragem,english,USA,20000000.0,8888355.0,PG-13,Drama
2304,4,longa_metragem,english,USA,12000000.0,7001720.0,PG-13,Comedy
2307,5,longa_metragem,english,USA,20000000.0,6563357.0,R,Adventure
2311,7,longa_metragem,english,USA,8700000.0,5480996.0,R,Animation
2312,7,longa_metragem,english,USA,20000000.0,6002756.0,PG,Biography
2314,6,longa_metragem,english,USA,20000000.0,5205343.0,PG,Comedy
2315,6,longa_metragem,english,USA,20000000.0,5005883.0,R,Drama
2316,7,longa_metragem,english,USA,20000000.0,5749134.0,R,Action
2318,7,longa_metragem,english,USA,20000000.0,4234040.0,PG-13,Biography
2319,7,longa_metragem,english,USA,20000000.0,4001121.0,R,Biography
2320,4,longa_metragem,english,USA,20000000.0,3749061.0,PG-13,Action
2321,6,longa_metragem,english,USA,20000000.0,3519627.0,PG-13,Adventure
2322,7,longa_metragem,english,USA,21000000.0,3081925.0,R,Comedy
2325,4,longa_metragem,english,USA,20000000.0,2000000.0,PG,Biography
2327,7,longa_metragem,english,USA,20000000.0,2246000.0,PG,Biography
2328,2,longa_metragem,english,USA,20000000.0,1646664.0,R,Comedy
2329,7,longa_metragem,english,USA,20000000.0,1190018.0,R,Action
2331,6,longa_metragem,english,USA,24000000.0,882710.0,R,Crime
2333,5,longa_metragem,english,USA,10000000.0,531009.0,R,Drama
2335,6,longa_metragem,english,USA,20000000.0,375474.0,PG,Drama
2337,6,longa_metragem,english,USA,20000000.0,305070.0,R,Action
2340,5,longa_metragem,english,USA,20000000.0,1183354.0,PG-13,Action
2341,5,longa_metragem,english,USA,22000000.0,121972.0,R,Crime
2343,5,longa_metragem,english,USA,20000000.0,263365.0,PG-13,Comedy
2356,8,longa_metragem,english,USA,22000000.0,184208848.0,PG-13,Adventure
2357,5,longa_metragem,english,USA,20000000.0,100292856.0,R,Comedy
2358,6,longa_metragem,english,USA,19000000.0,58571513.0,R,Crime
2359,5,longa_metragem,english,USA,20000000.0,51431160.0,PG,Comedy
2360,7,longa_metragem,english,USA,15000000.0,103001286.0,R,Horror
2361,5,longa_metragem,english,USA,20000000.0,41867960.0,R,Horror
2363,8,longa_metragem,english,USA,19000000.0,210609762.0,PG,Adventure
2364,5,longa_metragem,english,USA,19000000.0,40846082.0,R,Horror
2365,4,longa_metragem,english,USA,13000000.0,51697449.0,PG-13,Comedy
2367,6,longa_metragem,english,USA,19000000.0,27758465.0,PG-13,Comedy
2368,5,longa_metragem,english,USA,18000000.0,56127162.0,PG-13,Comedy
