year,state,month,trt_month_year,trt_number,trt_region,trt_estacoes
2001,Santa Catarina,Novembro,Novembro - 2001,1,Sul,Primavera
2002,Santa Catarina,Novembro,Novembro - 2002,1,Sul,Primavera
2003,Santa Catarina,Novembro,Novembro - 2003,1,Sul,Primavera
2004,Santa Catarina,Novembro,Novembro - 2004,1,Sul,Primavera
2005,Santa Catarina,Novembro,Novembro - 2005,1,Sul,Primavera
2006,Santa Catarina,Novembro,Novembro - 2006,1,Sul,Primavera
2007,Santa Catarina,Novembro,Novembro - 2007,1,Sul,Primavera
2008,Santa Catarina,Novembro,Novembro - 2008,1,Sul,Primavera
2009,Santa Catarina,Novembro,Novembro - 2009,1,Sul,Primavera
2010,Santa Catarina,Novembro,Novembro - 2010,1,Sul,Primavera
2011,Santa Catarina,Novembro,Novembro - 2011,1,Sul,Primavera
2012,Santa Catarina,Novembro,Novembro - 2012,1,Sul,Primavera
2013,Santa Catarina,Novembro,Novembro - 2013,1,Sul,Primavera
2014,Santa Catarina,Novembro,Novembro - 2014,1,Sul,Primavera
2015,Santa Catarina,Novembro,Novembro - 2015,1,Sul,Primavera
2016,Santa Catarina,Novembro,Novembro - 2016,1,Sul,Primavera
2017,Santa Catarina,Novembro,Novembro - 2017,1,Sul,Primavera
1998,Santa Catarina,Dezembro,Dezembro - 1998,1,Sul,Primavera
1999,Santa Catarina,Dezembro,Dezembro - 1999,1,Sul,Primavera
2000,Santa Catarina,Dezembro,Dezembro - 2000,1,Sul,Primavera
2001,Santa Catarina,Dezembro,Dezembro - 2001,1,Sul,Primavera
2002,Santa Catarina,Dezembro,Dezembro - 2002,1,Sul,Primavera
2003,Santa Catarina,Dezembro,Dezembro - 2003,1,Sul,Primavera
2004,Santa Catarina,Dezembro,Dezembro - 2004,1,Sul,Primavera
2005,Santa Catarina,Dezembro,Dezembro - 2005,1,Sul,Primavera
2006,Santa Catarina,Dezembro,Dezembro - 2006,1,Sul,Primavera
2007,Santa Catarina,Dezembro,Dezembro - 2007,1,Sul,Primavera
2008,Santa Catarina,Dezembro,Dezembro - 2008,1,Sul,Primavera
2009,Santa Catarina,Dezembro,Dezembro - 2009,1,Sul,Primavera
2010,Santa Catarina,Dezembro,Dezembro - 2010,1,Sul,Primavera
2011,Santa Catarina,Dezembro,Dezembro - 2011,1,Sul,Primavera
2012,Santa Catarina,Dezembro,Dezembro - 2012,1,Sul,Primavera
2013,Santa Catarina,Dezembro,Dezembro - 2013,1,Sul,Primavera
2014,Santa Catarina,Dezembro,Dezembro - 2014,1,Sul,Primavera
2015,Santa Catarina,Dezembro,Dezembro - 2015,1,Sul,Primavera
2016,Santa Catarina,Dezembro,Dezembro - 2016,1,Sul,Primavera
1998,Sao Paulo,Janeiro,Janeiro - 1998,0,Sudeste,Verao
1999,Sao Paulo,Janeiro,Janeiro - 1999,1,Sudeste,Verao
2000,Sao Paulo,Janeiro,Janeiro - 2000,1,Sudeste,Verao
2001,Sao Paulo,Janeiro,Janeiro - 2001,1,Sudeste,Verao
2002,Sao Paulo,Janeiro,Janeiro - 2002,1,Sudeste,Verao
2003,Sao Paulo,Janeiro,Janeiro - 2003,1,Sudeste,Verao
2004,Sao Paulo,Janeiro,Janeiro - 2004,1,Sudeste,Verao
2005,Sao Paulo,Janeiro,Janeiro - 2005,1,Sudeste,Verao
2006,Sao Paulo,Janeiro,Janeiro - 2006,1,Sudeste,Verao
2007,Sao Paulo,Janeiro,Janeiro - 2007,1,Sudeste,Verao
2008,Sao Paulo,Janeiro,Janeiro - 2008,1,Sudeste,Verao
2009,Sao Paulo,Janeiro,Janeiro - 2009,1,Sudeste,Verao
2010,Sao Paulo,Janeiro,Janeiro - 2010,1,Sudeste,Verao
2011,Sao Paulo,Janeiro,Janeiro - 2011,1,Sudeste,Verao
2012,Sao Paulo,Janeiro,Janeiro - 2012,1,Sudeste,Verao
2013,Sao Paulo,Janeiro,Janeiro - 2013,1,Sudeste,Verao
2014,Sao Paulo,Janeiro,Janeiro - 2014,1,Sudeste,Verao
2015,Sao Paulo,Janeiro,Janeiro - 2015,1,Sudeste,Verao
2016,Sao Paulo,Janeiro,Janeiro - 2016,1,Sudeste,Verao
2017,Sao Paulo,Janeiro,Janeiro - 2017,1,Sudeste,Verao
1998,Sao Paulo,Fevereiro,Fevereiro - 1998,0,Sudeste,Verao
1999,Sao Paulo,Fevereiro,Fevereiro - 1999,1,Sudeste,Verao
2000,Sao Paulo,Fevereiro,Fevereiro - 2000,1,Sudeste,Verao
2001,Sao Paulo,Fevereiro,Fevereiro - 2001,1,Sudeste,Verao
2002,Sao Paulo,Fevereiro,Fevereiro - 2002,1,Sudeste,Verao
2003,Sao Paulo,Fevereiro,Fevereiro - 2003,1,Sudeste,Verao
2004,Sao Paulo,Fevereiro,Fevereiro - 2004,1,Sudeste,Verao
2005,Sao Paulo,Fevereiro,Fevereiro - 2005,1,Sudeste,Verao
2006,Sao Paulo,Fevereiro,Fevereiro - 2006,1,Sudeste,Verao
2007,Sao Paulo,Fevereiro,Fevereiro - 2007,1,Sudeste,Verao
2008,Sao Paulo,Fevereiro,Fevereiro - 2008,1,Sudeste,Verao
2009,Sao Paulo,Fevereiro,Fevereiro - 2009,1,Sudeste,Verao
2010,Sao Paulo,Fevereiro,Fevereiro - 2010,1,Sudeste,Verao
2011,Sao Paulo,Fevereiro,Fevereiro - 2011,1,Sudeste,Verao
2012,Sao Paulo,Fevereiro,Fevereiro - 2012,1,Sudeste,Verao
2013,Sao Paulo,Fevereiro,Fevereiro - 2013,1,Sudeste,Verao
2014,Sao Paulo,Fevereiro,Fevereiro - 2014,1,Sudeste,Verao
2015,Sao Paulo,Fevereiro,Fevereiro - 2015,1,Sudeste,Verao
2016,Sao Paulo,Fevereiro,Fevereiro - 2016,1,Sudeste,Verao
2017,Sao Paulo,Fevereiro,Fevereiro - 2017,1,Sudeste,Verao
1998,Sao Paulo,MarÁo,MarÁo - 1998,0,Sudeste,Outono
1999,Sao Paulo,MarÁo,MarÁo - 1999,1,Sudeste,Outono
2000,Sao Paulo,MarÁo,MarÁo - 2000,1,Sudeste,Outono
2001,Sao Paulo,MarÁo,MarÁo - 2001,1,Sudeste,Outono
2002,Sao Paulo,MarÁo,MarÁo - 2002,1,Sudeste,Outono
2003,Sao Paulo,MarÁo,MarÁo - 2003,1,Sudeste,Outono
2004,Sao Paulo,MarÁo,MarÁo - 2004,1,Sudeste,Outono
2005,Sao Paulo,MarÁo,MarÁo - 2005,1,Sudeste,Outono
2006,Sao Paulo,MarÁo,MarÁo - 2006,1,Sudeste,Outono
2007,Sao Paulo,MarÁo,MarÁo - 2007,1,Sudeste,Outono
2008,Sao Paulo,MarÁo,MarÁo - 2008,1,Sudeste,Outono
2009,Sao Paulo,MarÁo,MarÁo - 2009,1,Sudeste,Outono
2010,Sao Paulo,MarÁo,MarÁo - 2010,1,Sudeste,Outono
2011,Sao Paulo,MarÁo,MarÁo - 2011,1,Sudeste,Outono
2012,Sao Paulo,MarÁo,MarÁo - 2012,1,Sudeste,Outono
2013,Sao Paulo,MarÁo,MarÁo - 2013,1,Sudeste,Outono
2014,Sao Paulo,MarÁo,MarÁo - 2014,1,Sudeste,Outono
2015,Sao Paulo,MarÁo,MarÁo - 2015,1,Sudeste,Outono
2016,Sao Paulo,MarÁo,MarÁo - 2016,1,Sudeste,Outono
2017,Sao Paulo,MarÁo,MarÁo - 2017,1,Sudeste,Outono
